이름,주소,태그,전화번호,홈페이지,운영시간,이미지,소개
800. 메이플레이스 호텔 서울 동대문,서울특별시 종로구 율곡로 179,#서울숙소#숙박,02-742-8080,,,https://support.visitkorea.or.kr/img/call?cmd=VIEW&id=420dc952-225d-4318-aa1a-df900d37db9e,메이필드 호텔의 친 자연적인 고객 환대 정신과 감성  Five Star 호텔의 경영 노하우와 서비스 철학을 담아 2014년 7월  전통과 문화  예술  감수성과 열정이 한데 어우러진 서울의 중심에 메이플레이스 호텔을 탄생시켰다.  메이플레이스 호텔은 전통(창덕궁 인사동)  젊음  공연(대학로)  쇼핑(동대문) 등 서울을 특별하게 만드는 다양한 문화와 개성을 모두 느낄 수 있는 곳이다.   긴 여행 끝에 돌아온 집처럼 편안하게 느껴지는 환대  도심에 위치한 호텔이지만 호텔 곳곳에서 자연을 느낄 수 있도록 배려한 섬세함  전 객실 온수난방 시공  태양광 모듈을 활용한 설계 등 보이지 않는 부분까지 환경을 생각한 자연주의 사고로 고객이 머무는 동안 지친 몸의 균형  나아가 삶의 균형을 다시 찾으실 수 있도록 소중히 보살펴 드리고 있다. 
801. 롯데호텔 L7 강남,서울특별시 강남구 테헤란로 415,#서울숙소#숙박,02-555-8007 (예약과), http://www.lottehotel.com/l7/gangnam/ ,,https://support.visitkorea.or.kr/img/call?cmd=VIEW&id=00d83beb-9676-4f00-8afe-d1890d31c3af, L7강남은 총 330실을 보유한 비즈니스 호텔이다. 서울 강남의 중심에 위치해있으면서 동시에 서울 MICE중심인 코엑스와도 인접해있어  국내외 참가자들에게 편의를 제공해오고 있다. 그 밖에도 레스토랑&amp 바   플로팅  에서는 특급요리사들이 한껏 솜씨를 발휘한 제철 식재료로 건강한 식사와 스낵으로 고객의 취향을 사로잡을 것이다. 그리고 투숙객이라면 누구에게나 제공가능한 풋스파가 갖춰진 야외 테라스  테크노짐(Technogym) 사의 최신 운동기구가 갖춰진 피트니스센터  지하주차시설  최대 80명 수용가능한 회의장과 14인 수용가능한 소회의장을 갖추고 있다. L7강남은 롯데호텔의 라이프스타일 호텔로서 트렌디함과 편안한 베딩시스템으로 비즈니스고객에게 도심속의 여유를 제공한다. 객실비용은 절감하되 서비스의 질은 높여 고객의 만족도를 높이는데 주력하고 있다. 
802. 고궁호텔,서울특별시 종로구 율곡로 164,#서울숙소#숙박,02-741-3831,,,https://support.visitkorea.or.kr/img/call?cmd=VIEW&id=d7bb18b7-1baf-4397-a91d-1ea4904bb545,서울 종로구 원남동에 위치한 고궁호텔 주변에는 율곡로  서울대병원 의학박물관  서울대 치의학박물관  종묘  대한의원  종로5가 종묘상가  함춘원지  종묘광장공원  대각사  소극장 창덕궁  창경궁  관천대등이 있다.
803. 정남진 골프리조트,전라남도 장흥군 장평면 제산기동로 326,#숙박#장흥숙소,061-860-9000,,,https://support.visitkorea.or.kr/img/call?cmd=VIEW&id=34c23a85-d3a0-4052-8d60-edf1b5dfe81e,전라남도 장흥군에 위치한 골프리조텔로 럭셔리하고 깨끗한 객실을 자랑한다.  클럽하우스  스타트하우스  레스토랑  그늘집 등 부대시설을 갖추고 있으며 국내 최초 돔형 골프레지던스이다. 
804. 엘르인호텔,서울특별시 용산구 한강대로71길 24,#서울숙소#숙박,02-792-8700, http://www.hotelelleinn.com/ ,,https://support.visitkorea.or.kr/img/call?cmd=VIEW&id=65a9ba2f-7c49-4775-a670-7a1ccb8269bb,호텔 엘르인은 서울 중심부에 위치한 비즈니스 부티크 호텔로서 내국인은 물론 외국인 관광객과 비즈니스맨을 위해 다양한 편의시설을 갖춘 비즈니스호텔이다. 대한민국 고속열차인 KTX를 탈 수 있는 서울역과 용산역이 도보로 10분 안에 있고 지하철 1  4  6호선이 관통하고 있어 교통이 편리한 지리적 이점을 갖추고 있다. 엘르인 호텔의 첫 번째 자랑은 유럽풍의 우아하면서도 화려한 내부 인테리어와 휴식의 만족도를 극대화하기 위한 각종 편의시설로 숙박객의 만족도를 높인다는 것이다. 또한 장기 투숙 고객을 위하여 코인 세탁실이 준비되어 있고  비즈니스맨을 위한 비즈니스센터에서는 프린터와 복사기  팩스기 등을 모두 사용할 수 있다. 아침에는 호텔 고객을 위하여 조식을 항상 신선한 재료의 다양한 메뉴로서 정성스럽게 준비하고 있어 호텔 엘르인만의 서비스를 만날 수 있다. 또한 비즈니스 고객의 편의를 위하여 전 객실에 컴퓨터와  인터넷이 설치되어 있으며 지하 BAR에서는 고객과의 회의 및 미팅이 가능하다. 명동  이태원  남대문시장  동대문시장  용산 전자상가 등과 같은 쇼핑을 즐길 수 있는 지역이 근접해 있으며 N서울타워  전쟁기념관  국립중앙박물관 등과 같은 관광지도 15분 거리 내에 위치해 있어 비즈니스 관광의 메카로서 쇼핑과 교통이 편리하다.  
805. 유토피아관광호텔,부산광역시 수영구 무학로9번길 133,#부산숙소#숙박,051-757-1100,  http://www.utopiahotel.co.kr ,,https://support.visitkorea.or.kr/img/call?cmd=VIEW&id=13bfbf64-4e42-47d1-9bc8-1be0c8355e2a,유토피아관광호텔은 해운대  광안리 해수욕장 중간지점(3분 소요)에 위치한 호텔로 부산정보 단지(BEXCO)  무역 전시관  요트경기장 등 주요 건물과 가깝게 위치하고 있으며  교통 요충지로 지하철 2  3호선 환승역(수영로터리)에 위치하여 휴양객 및 출장 고객에게 편리함을 더해준다. 모든 편리함이 갖추어진 설비와 고객의 취향을 만족시켜주는 서비스를 통해 안락하게 지내실 수 있도록 모든 편의를 제공하고 있다. 유토피아관광호텔은 아늑한 객실을 비롯하여 주방장이 정성껏 준비한 한양식  뷔페 레스토랑 및 하루의 피로를 말끔히 씻어주는 룸살롱  단란 주점 등의 부대시설과 현대적인 감각으로 고객 여러분을 기다리고 있다. 
806. 엠스테이호텔 창원,경상남도 창원시 성산구 중앙대로 78,#숙박#창원숙소,1522-6300 055-608-1500, http://www.mstaychangwon.co.kr ,,https://support.visitkorea.or.kr/img/call?cmd=VIEW&id=ffe846b7-aed1-448c-83f6-516596b955cf,엠스테이호텔 창원은 공단에서 가까운 최적의 곳(창원 상남동)에 위치해 있으며 비즈니스 호텔로 아늑하고 스마트한 감각까지 겸비한 객실이 총 357실로 객실별  냉·난방 시스템과 모든 객실에 무료 초고속 인터넷 서비스  조식 레스토랑  작지만 최신식 설비가 갖춰진 휘트니스센터  소규모 미팅까지 가능한 비즈니스 센터 등이 준비되어 있다. 창원 중심가 상남동에서 도보로 5분  김해 공항에서 약 40분이면 도착 가능한 호텔이다.
807. 엠스테이호텔 기흥,경기도 용인시 기흥구 서천로117번길 7,#숙박#용인숙소,031-337-8888, http://www.mstay-gggh.com/view/index.do ,,https://support.visitkorea.or.kr/img/call?cmd=VIEW&id=b80fe058-ca5c-4f7c-8d89-a16c54b7d986,쾌적하고 여유로운 자연속의 Hotel  모던하고 세련된 스타일의 외관과 품격 높은 인테리어로 고객 여러분께 한 차원 높은 라이프 스타일을 제공하고자 한다. 257여개의 현대적인 객실과 세계 각국의 맛과 멋을 선사하는 스시클라우드  회의 및 세미나 단체행사  돌잔치  가족모임 등 성공적이고 행복을 선사할 다양한 연회시설을 갖추고 있다. 또한 기흥에는 삼성전자  삼성캠퍼스 등 삼성그룹 관련 기업이 다수 위치하고 있으며  떠오르는 IT 도시인 판교  동탄  신도시와 인접하고 있다. 경부고속도로 기흥 IC와 5분거리에 위치한 엠스테이호텔 기흥은 인천국제공항  김포국제공항  서울 강남권 등 비즈니스 허브(hub)와 에버랜드  수원화성 등 주요 관광지는 물론 전국 어디나 이동하기 편리한 최적의 위치에 자리하고 있다. 엠스테이호텔 기흥은 경기 지역 기업체의 좋은 비즈니스 파트너로서 기흥 지역주민들의 좋은 이웃으로 성공적인 비즈니스와 편안한 휴식을 약속 한다. 
808. 비앤비모텔(구 플러스모텔),경기도 파주시 원앙길 8,#숙박#파주숙소,031-949-2240,,,https://support.visitkorea.or.kr/img/call?cmd=VIEW&id=4cef82cf-744b-4dbe-9a94-3d9d48e4a9c3,화려한 조명의 건물이 매우 활기차게 보이는 모텔이다. 로비로 들어서면 플라워 패턴의 벽지가 매우 고급스럽게 보인다. 기하학적인 무늬의 벽지와 깔끔하고 안락한 느낌의 하얀 침대가 매우 편안해 보인다. 커다란 소파와 탁자를 마련하여 편안하게 휴식을 취할 수 있게 하였고  욕조와 수압을 조절하는 샤워시설이 있는 부스를 마련하여 피곤함을 풀면서 목욕을 할 수 있도록 배려하였다. 욕실 가운이 객실마다 구비되어 있다.
809. 윈저호텔,경기도 파주시 원앙길 6,#숙박#파주숙소,031-945-0437,,,https://support.visitkorea.or.kr/img/call?cmd=VIEW&id=683e07e6-471c-414c-9206-b47d104a9d3e,파주 금촌역 근처에 위치한 윈저호텔은 비즈니스호텔로 성공적인 비즈니스를 위한 최고급 시설을 갖춘 편안한 휴식 공간이다. 금촌역 정면에 위치해 서울역과의 연계가 가능하며 인천공항과 김포공항과도 자유로를 통해 쉽게 방문할 수 있다. 전 객실은 초고속인터넷이 설치되어 있어 무료로 인터넷을 사용할 수 있으며  전 객실에 정수기  비데가 설치되어 있어 편리하게 이용할 수 있다. 전 객실에서 미국  일본  중국  호주  캐나다 등 무료로 국제전화를 이용할 수 있어 외국 손님들도 많이 방문하고 있다. 아침에는 부담 없는 한식  양식의 조식이 마련되고 무료로 세탁 서비스도 이루어지고 있다. 호텔에서 LG 디스플레이와 LCD 클러스터 셔틀버스도 운행하고 있다. 근처에 임진각이 가까이 있어 북녘땅을 가까이 바라볼 수 있는 기회도 접할 수 있다. 매년 파주개성인삼축제가 열리고 있어 많은 볼거리를 경험할 수 있다.
810. 영랑호리조트,강원도 속초시 영랑호반길 170,#속초숙소#숙박,033-633-0001, http://www.yrhresort.co.kr/ ,,https://support.visitkorea.or.kr/img/call?cmd=VIEW&id=67cd5c77-5a01-40f8-aad2-bdc66e6a1052,  속초 산불 피해 관련 공지   타워 (정상 운영중) 빌라 (5개동만 운영중)  영랑호리조트는 산  바다  호수의 수려한 자연경관을 지닌 국내 최고의 청정 지역 속초시에 위치한 대단위 종합리조트 타운으로 새로운 휴식을 경험할 수 있는 곳이다. 영랑호리조트는 천혜의 경관을 자랑하는 자연 석호 영랑호를 중심으로 동해 일출의 장관과 설악산을 한눈에 조망할 수 있는 타워형 콘도와 호수에서 잔잔히 피어오르는 물 안개를 감상할 수 있는 빌라형 콘도  그리고 골퍼들의 마음까지 사로잡는 다이내믹함과 바다를 향해 시원한 샷을 날릴 수 있는 매력적인 코스를 가진 영랑호 CC로 이루어져 있다.  또한 봄  여름  가을 그리고 겨울  계절마다 색다르게 유혹하는 모습으로 단장하고 자연의 품을 찾아온 이를 반갑게 맞이하는 9km의 산책로에서는 또 다른 호숫가의 정경을 느낄 수 있다. 객실은 보다 현대적인 감각으로 안락하게 꾸며져 있으며 다양한 콘셉트로 고객 취향에 한 걸음 더 다가가고자 노력했다. 고품격 인테리어와 차원이 다른 서비스로 고객 감동 그 이상을 맛볼 수 있을 것이다. 부대시설로는 기념품점  스포츠레저  당구장  오락실  슈퍼마켓 등이 구비되어 있으며 모든 편리함이 갖추어진 최신 설비와 고객의 취향을 만족시켜주는 최상의 서비스를 통해 편안하고 안락하게 지내실 수 있도록 모든 편의를 제공하고 있다. 
811. 퍼시픽호텔,경기도 수원시 팔달구 효원로235번길 38,#수원숙소#숙박,031-895-4045~8, http://www.suwonhotel.net ,,https://support.visitkorea.or.kr/img/call?cmd=VIEW&id=46b6aa01-5acd-4fe3-be97-f57d81f124e5,경기도의 중심도시 수원에 위치한 퍼시픽호텔은 시내 중심인 수원시청 옆에 위치하고 있어 비즈니스로 수원을 찾는다면 최적일 것이다.   유명 관광지로는 세계문화유산인 수원화성이 근거리에 있어 이용하기 편리하며 수원에 왔다면 유명한 수원갈비를 먹어보는 것도  큰 즐거움일 것이다.   또한 근거리에 위치하고 있는 다양한 대형마트와 백화점에서는 쇼핑을 즐기기에도 적합니다.
812. 대둔산 수락계곡 잉스힐,충청남도 논산시 벌곡면 수락계곡2길 63-3,#논산숙소#숙박,041-733-2639, http://www.ingshill.co.kr/ ,,https://support.visitkorea.or.kr/img/call?cmd=VIEW&id=23dea824-b98e-4b0f-acab-b2001d096477,잉스힐(ingshill)은 꿈의 동산이란 뜻으로 대둔산 수락계곡에 위치한 유럽풍의 통나무식 펜션이다.  펜션  산장 및 전원 레스토랑을 겸한 휴양 시설로서 폭포수 같은 수락계곡물이 건물을 맴돌며 흐르고  수려한 대둔산 전경이 마주 보인다. 잔디공원을 조성하여 야외 바비큐 요리  족구  축구 등 단체 모임에도 적합하며 야외를 활용하여 각종 이벤트도 가능하다.   
813. 해맞이펜션,전라남도 여수시 돌산읍 향일암로 70-10,#숙박#여수숙소,061-644-6789, http://www.greetsun.com ,,https://support.visitkorea.or.kr/img/call?cmd=VIEW&id=1a33ea2c-b485-4c9c-b855-3106bb61e90e,향일암 절벽 아래 바닷가에 유럽 분위기를 물씬 풍기는 해맞이펜션이 있다. 독일에서 30년간 생활하다 돌아온 황창희 대표가 임포마을에 자리를 잡고 지은 펜션이다. 완공한 지 얼마 되지 않아 시설이 깨끗하고  주변 풍광과 친절한 서비스가 소문 나 2010년에 디지털 YTN에서 주최하는 ‘E-BIZ 브랜드 대상’을 수상하였다. 친환경 목재로 지은 해맞이펜션은 총 10개의 방으로 이루어진 복층 구조의 건물. 벽지와 커튼  이불 시트 같은 인테리어 소품은 심플한 디자인으로 통일해 화려하진 않지만 고급스러운 느낌을 준다. 방마다 데크가 있어 바다를 보며 차 한 잔의 여유를 즐길 수 있고 바닷가에서는 낚시도 할 수 있다. 향일암에서 가까워 하루 전날 와서 묵고 다음 날 해맞이에 나서는 손님이 많다. 
814. 가족사랑바다체험펜션,경상남도 남해군 삼동면 죽방로 495,#남해숙소#숙박,055-867-0550, http://www.namhaedo.com/ ,,https://support.visitkorea.or.kr/img/call?cmd=VIEW&id=a8a96f01-ed05-4c3d-9a3f-233bee35e514,가족사랑체험펜션은 삼동면 고잔마을에 있는 대형 펜션이다. 삼동면 지족리에서 이동면으로 향하는 해안도로를 달리다 보면  도로가에 바로 가족사랑체험펜션이 보인다. 총 3층으로 지어진 펜션은 규모가 꽤 커서 펜션이라기보다 호텔 같은 느낌이 든다. 바다와 마주하고 있는 테라스에서 잠시 바다를 바라보다 안으로 들어가니 서글서글한 표정의 주인이 인사를 건넨다. 한때 경보 국가대표 선수로 활약했던 주인은 고등학교 때부터  객지에서 살다가 7년 전 이곳으로 귀향하여 펜션을 열었다. 고향에 돌아온 주인은 결혼 10년 만에 아이를 얻었다고 한다. 그 후 새로운 인생을 살고 있다는 그의 표정에서 행복이 물씬 느껴진다. 펜션의 룸은 1  2층에 각각 특실 2개  2층의 VIP룸 3개  3층의 커플룸 7개로 구성되어 있다. 모든 객실에서 바다가 내려다보인다. 작은 부두와 섬  그리고 저 멀리 수평선을 바라보니 마음이 저절로 차분해지는 느낌이다. 세미나실  노래방  족구장이 있어 단체 워크숍이나 가족  동호회 모임에도 제격이다. 이곳에선 선상낚시와 갯벌체험이 가능하다. 봄에는 주꾸미 잡이  가을에는 통발 낙지잡이와 전어잡이 체험을 할 수 있고  4명 이상 모이면 선상낚시도 즐길 수 있다. 본인이 직접 잡은 것은 고스란히 가져갈 수 있기 때문에 여행객들이 아주 좋아한다. 
815. 라온호텔 앤 리조트,제주특별자치도 제주시 한림읍 금능남로 127,#숙박#제주숙소,064-795-3333, http://hotel.raon.co.kr ,,https://support.visitkorea.or.kr/img/call?cmd=VIEW&id=278e0727-1ba5-40fc-b16b-4f328a472040,환상의 한림앞바다와 비양도  순백의 한라산이 조화를 이루는 천혜의 자연입지에 국내외 전문가들이 혼심의 힘을 다하여 빚어 낸 호텔&리조트이다. 라온호텔 앤 리조트는 특급호텔과 페어웨이가 한눈에 조망되는 자연 친화형 리조트 단지로 이루어져 있어 고객취향에 따라 호텔과 리조트를 선택할 수 있으며  라온의 레저 네트워크-라온골프클럽  라온더마파크  라온승마클럽  라온명품관 등을 한곳에서 즐길 수 있는 명실상부한 All-in-one 체제형 리조트이다. 단지 내 이탈리아 직수입 명품매장  라온명품관  성형관광의 메카  L&B리더스 국제진료센터  정통 중국요리를 맛볼수 있는 중국 레스토랑  고궁  과 함께 대한민국 대표 웨딩업체가 운영하는  라팡시아  까지 라온호텔 앤 리조트와 연계된 다양한 시설이 있다. 
816. 도봉서원,경상남도 창원시 의창구 동읍 석산길16번길 5-11,#경상권#관광지#도봉서원#역사#역사공부#역사관광지#역사를품은곳#역사문화재#역사속#역사속으로#역사여행#역사유적#역사유적지#역사이야기#역사탐방#역사탐험,창원시 문화유산육성과 055-225-3673,창원 문화관광  http://culture.changwon.go.kr    문화재청  http://www.cha.go.kr ,,https://support.visitkorea.or.kr/img/call?cmd=VIEW&id=36800403-4b82-4a03-9e35-c4ea45664cd1,원래의 위치는 잘 알 수 없고 아파트 공사 시 현재의 위치로 옮겨진 것이다. 도봉서원은 임진왜란 때 공을 세운 김명윤(金明胤)의 학문과 덕행을 추모하기 위해 1713년(숙종 39)에 사당을 짓고 숙사재(肅事齋)라고 하였고  1775년(영조 51) 도봉사(道峰祠)를 건립  1844년(헌종 10) 도봉서원으로 승격하였으나 대원군의 서원 철폐령으로 철폐되었고  1887년(고종 24)에 다시 별묘와 재실을 중건하고 1903년에 재실을 재로 지었으며  1974년에 서원으로 복원되었다. 별묘에는 선조의 하사품인 長刀 등 동산공 김명윤의 유물을 보관하고 있다. 
817. 씨월드관광호텔,인천광역시 중구 용유서로479번길 50-7,#숙박#인천숙소,032-752-2000, http://www.hotelseaworld.co.kr/kr ,,https://support.visitkorea.or.kr/img/call?cmd=VIEW&id=de792912-4e99-4a1f-8a06-c5d687e67c5a,동북아 중심의 허브공항인 인천국제공항과 경제 자유무역 구역에 위치하고 있는 씨월드관광호텔은 서해의 낙조를 감상할 수 있는 전망 좋은 객실과 커피숍  레스토랑 등 다양한 부대시설을 갖추고 있다.  또한 인천 영종도의 최대 관광지인 을왕리 해수욕장  왕산 해수욕장에서 불과 5분 거리에 위치해 있어 휴양지로 편리하게 이용할 수 있다.  호텔 1층에 위치하고 있는 커피숍은 커피  홍차를 비롯해 생과일주스 등 다양한 음료를 드실 수 있다.  씨월드관광호텔의 메인 레스토랑에서는 세계 각국의 다양한 요리를 즐길 수 있다. 신선한 재료를 사용하여 깔끔하고 맛이 풍부한 조리장 특선요리를 비롯해 다양한 메뉴의 조식 뷔페 등 특급호텔 경력의 조리장의 손끝에서 빚어지는  특선요리를 저렴하게 제공하고 있다.   비즈니스센터는 24시간 무료로 이용 가능하며 초고속 인터넷 PC  팩스 등이 구비되어 있어 비즈니스 업무를 간편하고 편리하게 처리할 수 있다.  
818. 오슬로,인천광역시 연수구 능허대로 120,#숙박#인천숙소,032-834-4848,,,https://support.visitkorea.or.kr/img/call?cmd=VIEW&id=7ee2ac47-3394-46b3-a4a9-ed63412ae907,오슬로 호텔은 동북아의 중심도시 경제수도 인천에 위치하고 있으며 인천은 맑고 깨끗한 천혜자원이 가득한 곳으로 150여개의 섬과 근대와 현대가 공존하는 도시이기도 하다. 인천의 관광지로는 월미도 공원  인천 개항지  유람선과 낭만의 연안부두  신선한 해산물이 넘쳐나는 소래포구와 무의도와 송도 등을 손꼽을 수 있다. 또한 살아 있는 교과서라 불리는 강화도는 자녀들과 함께 여행하기에 적합한 곳이다. 
819. 오즈모텔,강원도 횡성군 횡성읍 앞들동남로 7,#숙박#횡성숙소,033-345-4100,,,https://support.visitkorea.or.kr/img/call?cmd=VIEW&id=f4dd30f8-7383-4e1a-831a-216058c04462,횡성은 원주의 동쪽에 자리한 지역으로  유명한 관광지는 없지만 아기자기한 볼거리와 즐길거리가 많이 있는 곳이다. 횡성읍에 위치한 오즈모텔은 횡성터미널 앞에 위치에 있어 주변 관광지를 가깝게 둘러볼 수 있는 장점이 있어 많은 여행객들에게 좋은 장소로 손꼽히고 있다. 이곳은 터미널 앞에 위치해 있어 최상의 서비스를 받을 수 있으며  넓은 객실과 아늑한 실내공간으로 여행객들에게 피로감을 주지 않아 편안하고 안락한 여행과 휴식을 취할 수 있다. 부곡계곡  횡성자연휴양림  주천강변자연휴양림  둔내자연휴양림 등 주변 관광지를 즐길 수 있다. 
820. 발렌타인호텔,경기도 고양시 일산서구 일현로41번길 8-24,#고양숙소#숙박,031-919-2205  2234,,,https://support.visitkorea.or.kr/img/call?cmd=VIEW&id=327b3467-d60c-488c-a98a-29dfca489725,발렌타인호텔은 맑은 물 푸른 자연  생태와 문화유산 예술이 어우러지는 고양시에 위치하고 있다. 주변에 있는 덕양구 벽화마을을 둘러보는 재미와 함께 라페스타는 대형 쇼핑몰이 밀집해 있어 유난히 먹자골목이 많아 다양한 먹거리는 물론 젊음의 활기가 넘쳐나 항상 많은 인파가 몰리는 곳이기도 하다. 남북을 가로막은 분단의 장벽을 바라볼 수 있는 DMZ는 장년층뿐 아니라 외국인  학생들에게도 인기가 많고 대한민국 꽃문화발전을 도모하기 위해 매년 열리는 고향 국제꽃박람회도 유명하다.
821. 라오체리조트,제주특별자치도 서귀포시 선반로65번길 69,#서귀포숙소#숙박,064-738-7575, http://www.laotzu.co.kr ,,https://support.visitkorea.or.kr/img/call?cmd=VIEW&id=f15a8b54-d5e6-4381-a3c9-b796d1b877b5,라오체리조트는 제주의 자연과 어우러져 있는 휴양형 리조트이다. 여름에는 바다의 시원한 경관을 접할 수 있고  겨울에는 한라산 설경의 아름다움을 만끽할 수 있다. 
822. 옐로우브릭 호스텔,서울특별시 종로구 삼일대로32가길 33,#서울숙소#숙박,02-744-4647, http://yellowbrick.co.kr/ ,,https://support.visitkorea.or.kr/img/call?cmd=VIEW&id=6542f0c8-9561-44d0-9166-78c25e3e2d5f,옐로우브릭은 서울의 중심  종로에 있어 창덕궁  삼청동  인사동  청계천  명동  동대문 쇼핑센터 등 주요 관광지와의 접근성이 뛰어나며 도보로 이동 가능하다. 또한  종로3가역과 도보 5분 거리  공항 버스정류장과 도보 3분 거리에 있어 대중교통을 이용하는 여행객들에게 편리하다. 국제전화 무료 서비스와 전 층 무료 무선인터넷을 제공하고 있으며 영어  중국어  불어  일어 등이 가능한 직원들로 구성되어 있어 외국인 여행객들이 더 편안하게 호텔을 이용할 수 있다. 모든 객실에는 욕실  냉장고  TV  수건  샴푸/바디클렌져  헤어드라이기 등이 갖춰져 있고 매일 아침 우유  시리얼  식빵  잼  음료수  커피 등 간단한 아침 식사를 제공한다. 
823. J모텔(제이모텔),부산광역시 수영구 수영로 589-1,#부산숙소#숙박,051-756-2336, http://jmotel.net/ ,,https://support.visitkorea.or.kr/img/call?cmd=VIEW&id=f085d170-a0f3-40de-88bb-43a2c6ddb570,광안리해수욕장과 근접한 거리에 있는 모텔이다.  재래시장과 대형마트  금융기관  종합병원  조식 가능 식당 다수  벡스코  해운대  누리마루  영화의 전당과 가까운 거리이다.
824. 베니키아 호텔 수원,경기도 수원시 권선구 효원로266번길 9,#수원숙소#숙박,031-236-7112, http://www.benikea.com/hotel/infoHotel.do?hotelNo=1099 ,,https://support.visitkorea.or.kr/img/call?cmd=VIEW&id=ecca7303-8693-4874-8119-796a4e751100,베니키아 호텔 수원은 수원 경기지역 비즈니스의 중심지인 시청 앞에 위치하고 있으며 편안한 비즈니스 업무환경 및 수원 필하모닉 오케스트라  문화예술회관  야외음악당 등 문화시설도 함께 어우러져 있어 비즈니스 고객에게 많은 활력이 되는 곳이다. 가까운 곳에 수원의 많은 역사적인 유적지가 소재하고 있으며  쇼핑센터 다양한 종류의 음식점 등이 바로 건너편에 위치하고 있어 짧은 일정의 비즈니스 고객님들께서도 쇼핑 및 수원의 먹거리 등을 쉽고 편안하게 체험할 수 있는 장점이 있다. 
825. Q HOTEL,경기도 파주시 탄현면 샘철길 22,#숙박#파주숙소,031-944-5353,,,https://support.visitkorea.or.kr/img/call?cmd=VIEW&id=d7f2ab25-2bc0-4947-817b-1f728881b1c5,자연과 문화의 어울림이 아름다운 파주에 위치한 큐호텔은 프로방스마을 바로앞에 자리하고 있다. 전면유리로 된 외관으로 손님을 맞으며 넓은 객실로 들어서면 화이트톤의 깔끔한 인테리어로 한층 편안함을 더 해 준다. 주변관광지로는 대형 잔디언덕과 수상 야외공연장으로 이루어진 자연 친화적 공간으로 다양한 공연을 감상할 수 있는 임진각 평화누리 공원이 있고 오두산통일전망대에서는 북한을 한 눈에 바라볼 수 있다. 그외에도 헤이리마을에서의 다양한 볼거리와 먹거리를 만날 수 있으며 근처의 대형 쇼핑몰을 즐기기에도 적합하다. 
826. 우포생태촌 유스호스텔,경상남도 창녕군 이방면 우포2로 330,#숙박#창녕숙소,055-532-5500, http://upovill.cng.go.kr ,,https://support.visitkorea.or.kr/img/call?cmd=VIEW&id=cb8368fa-8583-41ee-8c66-5c31245a0d88,우포생태촌은 국내 최대의 자연 늪인 우포늪 인근에 위치하여 태고의 신비스러움을 가장 가까이에서 느낄 수 있다.  3개의 초가 객실과 12개의 너와집 객실은 외형은 전통적인 멋을  내부는 현대적인 편리함을 갖췄다. 또한  8개소의 야영장을 조성하여 우포늪 밤하늘의 별을 보고  풀벌레 소리를 들으며 휴식을 취할 수 있다. 저희 우포생태촌 직원들은 고객님이 우포늪의 아름다운 자연 속에서 편안한 휴식을 취할 수 있도록 최선을 다하고 있다.    [여행팁]  우포늪은 람사르협약에 따라 생태계를 보호한다. 대왕산 용늪  신안 장도 산지습지  순천만  제주 물영아리오름 습지  태안 두웅습지  울산 무제치늪 등 국내 22개 습지가 람사르협약에 등록되었다.   [생태관광 시범 인증 선정 배경]  창녕 우포늪 근처에 자리한 유스호스텔로  우포늪 생태관광이나 휴식을 위해 방문하는 여행객이 주로 활용한다. 시설을 조성할 때 밭을 활용해서 지형 변형이나 토양 손실이 발생하지 않았으며  주변 환경과 잘 어울린다.  
827. 레인보우호텔,서울특별시 용산구 한강대로71길 48,#서울숙소#숙박,02-792-9993~4, http://www.yongsan-rainbowhotel.com ,,https://support.visitkorea.or.kr/img/call?cmd=VIEW&id=a4a9fcbf-ae5d-4743-8e2a-897151402726,서울 용산구에 위치한 레인보우 호텔은 서울의 쇼핑 및 관광 명소와 근접한 곳에 있어 관광에 가장 좋은 입지조건을 갖추고 있다.   시설이 편리하고 깨끗하며 영어  일본어에 능통한 직원들이 최상의 서비스를 제공한다. 장애인을 위한 특별히 마련된 객실도 준비되어 있어 장애인을 동반한 여행객들은 더욱 편리하게 이용할 수 있을 것이다.   서울역  남영역  숙대 입구역에서 근접해 대중교통을 이용하기에도 편리하다. 
828. 호텔큐브,인천광역시 연수구 능허대로179번길 43,#숙박#인천숙소,032-834-1771  7667,www.hotelcube.co.kr,,https://support.visitkorea.or.kr/img/call?cmd=VIEW&id=a55a01e6-0dde-409e-9d4c-fcefde1f50cd,인천시 연수구의 호텔큐브는 최고의 편안함과 편리함을 약속하며 비즈니스 여행과 레저 여행으로 이용하는 모든 고객들에게 만족할 다수 시설을 제공한다.   호텔에서 지내는 동안 레크레이션 시설 등 풍부한 시설을 이용할 수 있으며 쉬어가는 동안 양질의 장소가 되어 줄 것이다.  인천에는 영화와 드라마 촬영지가 유독 많은데 시월애의 우체통이 있는 석모도와 영화 실미도의 실제 촬영지를 물이 빠지면 걸어서 바다 사이를 건너가 둘러볼 수도 있다.
