인덱스,이름,주소,#태그,전화번호,홈페이지,운영시간/휴무일,이미지,입장료,주차시설,소개
2539,백사장펜션,강원도 속초시 해오름로 75,#강원도#춘천#관광지#펜션,033-631-7736,http://www.백사장.kr/,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/8/BD10811_I_01.JPG&w=454&h=242,80000~200000원,주차 가능무료주차,백사장 펜션은 2016년 7월 새로운 모습으로 단장하여 쾌적한 환경을 자랑하고 있는 펜션이다. 실내 공간은 아늑한 분위기의 인테리어로 꾸며져 있으며 4층 건물에 엘리베이터를 설치하여 노약자와 어린이를 배려하였으며 1층에는 마트를 운영하고 있어 취사에 불편함이 없도록 했다. 층별로 1개 객실은 온천 방을 운영하고 있어서 피로를 쉽게 풀 수 있도록 시설하였다.
2540,바닷가 가족펜션,강원도 속초시 청호해안길 23,#강원도#춘천#관광지#펜션,033-632-8836,http://badapansun.cafe24.com/,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/8/BD10810_I_01.JPG&w=454&h=242,40000~150000원,주차 가능무료주차,바닷가 가족 펜션은 산 바다 호수 온천 등 천혜의 관광자원을 자랑하는 사계절 관광지 속초에 있다. 깨끗하고 쾌적한 객실은 물론이며 객실에서 동해의 멋진 일출 푸른 동해를 볼 수 있는 아름다운 전경을 갖추고 있다. 모든 객실에 취사도구와 식기류가 완비되어 있어 숙박이 더욱 편리할 뿐만 아니라 인터넷을 사용할 수 있도록 컴퓨터가 갖춰져 있다. 관광과 함께 여유로운 휴식을 취하고 싶은 이들에게 알맞은 숙박지이다.
2541,바다향기펜션,강원도 속초시 해오름로 13,#강원도#춘천#관광지#펜션,033-636-9333,http://www.seaaroma.net/,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/8/BD10809_I_01.JPG&w=454&h=242,50000~100000원,주차 가능무료주차,바다 향기 펜션은 맑은 공기와 편안한 휴식공간이 있는 펜션이다. 아름답고 수려한 속초의 명산과 바다 계곡 및 강이 있는 천혜의 자연 테마와 최고의 시설을 갖추고 있다. 객실은 8평형 침대방과 8평형 온돌방 등 총 4개의 객실이 마련되어 있다. 부대시설은 펜션 앞 야외 파라솔이 있는 야외 바비큐장이 있다. 속초의 맑은 자연 속에서 충분한 휴식을 누리고 싶은 이에게 알맞은 숙박지이다.
2542,바다풍경펜션,강원도 속초시 해오름로 127,#강원도#춘천#관광지#펜션,033-633-9745,http://www.badaview.co.kr/,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/8/BD10808_I_02.JPG&w=454&h=242,60000~310000원,주차 가능무료주차,바다 풍경 펜션은 속초해수욕장이 도보 1분 거리에 있어 수영복 차림으로 펜션에서 해수욕장으로 향할 수 있는 곳이다. 15개의 객실이 마련되어 있으며 객실에는 침대 벽걸이 TV 홈시어터 에어컨 소파 화장대 와이파이 드라이기 취사도구 욕실용품 등이 갖춰져 있다. 객실에서는 바다와 더불어 스파와 테라스를 즐길 수 있으며 부대시설로는 바비큐 시설 속초해수욕장 산책로 등이 있다.
2543,모래알펜션,강원도 속초시 해오름로 77-20,#강원도#춘천#관광지#펜션,033-633-8672,http://www.moraeal.co.kr/,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/8/BD10804_I_01.JPG&w=454&h=242,40000~120000원,주차 가능무료주차,모래알 펜션은 해안가에 있어 바다와 일출을 함께 즐길 수 있는 펜션이다. 속초 자연의 아름다움을 가까이서 볼 수 있는 이곳은 편의시설도 잘 갖춰져 있다. 총 13개의 객실이 마련되어 있으며 온돌방과 침대방이 있고 객실에는 TV 냉장고 에어컨 전기밥솥 싱크대 식기 세트 세면도구 공용 전자레인지 공용 정수기 등 기본적인 숙박 시설이 갖춰져 있다.
2544,마리텔펜션,강원도 속초시 대포항 희망1길 91,#강원도#춘천#관광지#펜션,033-635-6674,,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/8/BD10801_I_01.JPG&w=454&h=242,50000~130000원,주차 가능무료주차,마리텔 펜션은 속초 대포항 인근에 있어 객실에서 바다를 바라볼 수 있는 펜션이다. 속초 자연의 아름다움을 객실 안에서 한눈에 즐길 수 있다는 점이 이 숙박지의 특색이라 할 수 있다. 총 10개의 객실이 마련되어 있으며 객실에는 TV 에어컨 미니 냉장고 침대 드라이기 화장품 세면대 등 기본적인 숙박 시설이 갖춰져 있다. 입실시간은 오후 3시부터이며 퇴실 시간은 정오까지이다.
2545,뜨락펜션,강원도 속초시 새마을6길 48,#강원도#춘천#관광지#펜션,033-632-5998,,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/8/BD10799_I_02.JPG&w=454&h=242,40000~250000원,주차 가능무료주차,뜨락 펜션은 아름다운 설악산의 풍경과 탁 트인 동해가 보이는 펜션이다. 펜션 내에서 설악산의 자연경관을 한눈에 즐길 수 있다는 점이 이 숙박지의 특색이다. 이곳은 원룸형과 분리형 객실 두 종류가 마련되어 있으며 객실에는 개별 바비큐장이 설치되어 있어 개인적인 휴식이 가능하다. 또 식탁 에어컨 냉장고 일반 TV 화장실 등 기본적인 숙박 시설이 잘 갖춰져 있다. 입실 시간은 오후 2시부터이며 퇴실 시간은 11시까지이다.
2546,대포항펜션,강원도 속초시 대포항1길 16-11,#강원도#춘천#관광지#펜션,033-635-7104,,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/8/BD10798_I_01.JPG&w=454&h=242,40000~150000원,주차 가능무료주차,대포항 펜션은 강원도 속초시 대포항길에 있는 펜션이다. 침대방과 온돌방 두 가지 종류의 객실이 있으며 객실 내부에는 TV 에어컨 선풍기 밥솥 냉장고 드라이기 등 기본적인 숙박시설이 갖춰져 있다. 맑은 자연을 자랑하는 속초의 아름다운 풍경과 속초의 다양한 먹거리들을 즐기기에 좋은 곳에 있어 다양한 관광을 원하는 이들이 머물기에 알맞다. 야외에는 바비큐장이 있다.
2547,대포펜션,강원도 속초시 대포항길 33,#강원도#춘천#관광지#펜션,033-635-3637,,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/8/BD10797_I_01.JPG&w=454&h=242,50000~200000원,주차 가능없음,대포 펜션은 대포항 수산시장 식당가 근처에 있는 펜션으로 깔끔한 내부와 깨끗한 침구 넓은 테라스에 복층 객실을 갖춘 옥탑방과 다락방이 예쁜 펜션이다. 개별 테라스가 있으므로 개인적인 휴식이 가능하며 객실 내부 공간도 매우 넓어 가족 단위나 단체 여행객이 이용하기에도 좋다. 식당가에 있어 다양한 속초의 명물을 맛볼 수 있으며 교통도 편리해 다른 여행지로의 이동도 편리하다.
2548,나폴리펜션,강원도 속초시 해오름로 17,#강원도#춘천#관광지#펜션,033-635-5901,http://www.sokchonapoli.com,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/8/BD10795_I_01.JPG&w=454&h=242,30000~120000원,주차 가능무료주차,나폴리 펜션은 대포항 옆에 있는 펜션으로 침대방과 온돌방 두 가지 종류의 객실이 마련되어 있다. 총 12개의 객실이 있으며 객실 내부에는 TV 에어컨 드라이기 싱크대 쿡탑 냉장고 밥솥 취사도구 욕실 등 기본 숙박 시설이 갖춰져 있다. 원목의 바닥재에서 느끼는 여유로움과 넉넉함을 느낄 수 있다. 또한 건물 내에 미니 슈퍼가 있어 편리함을 더했다.
2549,꼭지펜션,강원도 속초시 새마을길 56,#강원도#춘천#관광지#펜션,010-2650-5878,http://www.kkokzzi.com,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/8/BD10794_I_03.JPG&w=454&h=242,50000~250000원,주차 가능무료주차,꼭지 펜션은 속초해수욕장 남문 1분 거리에 있는 펜션이다. 아름다운 전망과 편리한 시설이 특징인 이곳은 객실 내에서 바다 전망이 보이며 욕실 거실 겸 주방과 방을 미닫이로 분리해놓은 방이 있다. WIFI HDTV 에어컨 드라이기 등 기본시설과 전기 포트 전기밥솥 전기레인지 취사도구 냉장고 등 주방용품 샴푸 린스 바디워시 치약 등 욕실용품 등이 잘 갖춰져 있다.
2550,가시버시펜션,강원도 속초시 동해대로3950번길 21,#강원도#춘천#관광지#펜션,010-4655-4936,http://www.solarium.kr,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/8/BD10792_I_01.JPG&w=454&h=242,40000~250000원,주차 가능무료주차,가시버시 펜션은 강원도 속초에 있는 아름다운 펜션이다. 속초해수욕장과 주변 관광지를 여행하는 여행객들이 방문해 좋은 추억을 만들어 가고 있다. 객실은 편안한 분위기의 인테리어로 꾸며져 있으며 객실 내부는 싱크대 식기류 냉장고 에어컨 침구류 욕실 등 기본적인 숙박 시설이 갖춰져 있다. 속초 해수욕장과 근접하여 펜션에서의 휴식과 함께 여유로운 여행을 즐기려는 이에게 적합한 펜션이다.
2551,SBS 펜션,강원도 속초시 청호해안길 37,#강원도#춘천#관광지#펜션,033-637-9070,http://www.sbspension.or.kr,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/8/BD10791_I_01.JPG&w=454&h=242,50000~300000원,주차 가능무료주차,SBS 펜션은 속초해수욕장에 있어 2층부터 4층까지 모든 객실이 동해를 바라보고 있는 펜션이다. 2006년 신축한 펜션으로 깨끗하고 편리한 내부시설과 시스템을 갖추고 있다. 14개의 객실이 마련되어 있으며 온돌방과 침대방 가족 방 민박 등으로 나뉜다. 속초고속버스터미널에서 걸어서 5분 거리에 있고 이마트 속초점이 300m 거리에 있어 이동과 편의시설 이용이 편리하다.
2552,HJ house,강원도 속초시 해오름로188번길 17,#강원도#춘천#관광지#펜션,033-632-8606,http://www.hj-house.co.kr,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/8/BD10790_I_01.JPG&w=454&h=242,60000~250000원,주차 가능무료주차,HJ house는 속초해수욕장 내에 있는 최고의 콘도형 펜션이다. 이곳은 속초 해수욕장과 가까워 객실 내부에서 시원하게 펼쳐진 드넓은 동해와 일출을 바라볼 수 있는 곳으로 유명하다. 내부 공간이 넓고 편안한 분위기의 인테리어로 꾸며져 있다. 객실에는 식탁 에어컨 냉장고 일반 TV 등 기본적인 숙박 시설이 갖춰져 있고 부대시설로 카페가 있어 여유롭고 편안한 숙박을 할 수 있다.
2553,A Place,강원도 속초시 청호해안길 31,#강원도#춘천#관광지#펜션,033-635-4371,http://blog.naver.com/a-place,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/8/BD10789_I_12.JPG&w=454&h=242,90000~170000원,주차 가능무료주차,A place는 카페와 함께 운영하는 숙박업소로 2016년 7월 14일 문을 연 신축 펜션이다. 속초해변에 있으며 해변까지 도보로 1분이면 도착할 수 있어 아름다운 속초의 해변을 가감 없이 만끽할 수 있는 공간이다. 바다 전망이 가능한 확 트인 테라스에서 진한 에스프레소와 마키아토 콘파냐 이탈리안 크림 소다 등의 이탈리안 카페 메뉴를 즐길 수 있다는 점은 A place 펜션만의 매력이다.
2554,선녀펜션,강원도 속초시 해오름로 73,#강원도#춘천#관광지#펜션,033-635-6874,http://www.fairypension.com/,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/8/BD10686_I_01.JPG&w=454&h=242,40000~150000원,주차 가능무료주차,선녀 펜션은 강원도 속초시 해오름로에 있는 아늑한 펜션이다. 객실 내에서 조도섬이 보이고 속초해수욕장이 한눈에 들어와 일출과 일몰을 모두 즐길 수 있는 장점이 있다. 총 20개의 객실이 마련되어 있으며 객실 내에는 TV 침대 식탁 화장대 에어컨 냉장고 싱크대 등이 갖춰져 있다. 또한 1층에는 편의점이 있어 편리하게 사용할 수 있다.
2555,마이설악펜션,강원도 속초시 바람꽃마을길 128,#강원도#춘천#관광지#펜션,010-2806-6739,http://www.myseorak.com/,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/8/BD10685_I_01.JPG&w=454&h=242,60000~350000원,주차 가능무료주차,마이설악 펜션은 강원도 속초시에 있는 펜션이다. 정성 들여 꾸며놓은 정원이 있어 사계절 모두 서로 다른 느낌의 전경이 펼쳐진다. 총 4개의 객실이 마련되어 있으며 객실 내에는 TV 에어컨 냉장고 식탁 가스레인지 주방용품 등이 갖춰져 있으며 단체 손님을 위한 대형 방이 마련되어 있다. 조용하고 아늑한 펜션을 찾고 있다면 마이설악  펜션을 추천한다.
2556,들꽃펜션,강원도 속초시 바람꽃마을길 153,#강원도#춘천#관광지#펜션,010-6205-5239,http://blog.naver.com/cyh01952,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/8/BD10684_I_12.JPG&w=454&h=242,90000~120000원,주차 가능무료주차,들꽃 펜션은 강원도 속초시 노학동에 있는 펜션으로 아기자기한 정원 넓고 깔끔한 객실을 자랑하는 펜션으로 가족여행을 하는 관광객들이 많이 찾고 있는 곳이다. 총 3개의 객실이 마련되어 있으며 객실에는 TV 침대 에어컨 냉장고 싱크대 커피포트 주방용품 식탁 등 잘 갖춰져 있어 들꽃 펜션을 찾는 고객이 호평을 하고 있다. 아늑한 정원이 있는 펜션의 외부에서는 바비큐 파티를 할 수 있어 남녀노소 모두 좋은 추억을 만들 수 있다.
2557,그레이스하임,강원도 속초시 바람꽃마을1길 24-29,#강원도#춘천#관광지#펜션,033-638-0902,http://www.graceheim.co.kr,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/8/BD10683_I_01.JPG&w=454&h=242,120000~330000원,주차 가능무료주차,그레이스 하임은 속초시 바람꽃 마을에 있는 펜션이다. 12개의 객실이 마련되어 있으며 이용요금은 9만 원에서 30만 원이다. 각 객실은 유명 화가들의 콘셉트로 꾸며져 있으며 모든 객실의 창가에 설악의 절경 울산바위를 액자처럼 장식하고 있어 풍경이 일품이다. 별장 콘셉트로 이뤄진 본관은 기품 있는 스위트룸 단아한 디럭스룸 넉넉하고 풍요로운 패밀리룸 간단한 미팅과 회의를 할 수 있는 재즈가 흐르는 라운지가 있다. 1층에 위치한 그레이스 하임의 별 마루는 로맨틱한 분위기를 조성한다.
2558,크루즈펜션,강원도 속초시 장사항해안길 64-1,#강원도#춘천#관광지#펜션,033-633-7700,http://www.thecruz.kr/,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/8/BD10503_I_01.JPG&w=454&h=242,100000~360000원,주차 가능무료주차,속초시 장사동에 있는 크루즈 펜션은 장사항의 바다를 조망하는 최적의 위치에 있다. 바다가 한눈에 들어오는 우아한 크루즈 객실에서 푸른 동해의 파도가 부서지는 모습을 바로 내려다볼 수 있다. 1층에는 카페가 있어 펜션의 앞바다를 감상하며 여유로운 차 한 잔을 즐길 수 있다. 모든 객실에서 끝없이 펼쳐진 동해의 모습을 바라볼 수 있으며 펜션 앞의 해변에서 펼쳐지는 오징어 맨손 잡기 축제를 통해 무더운 여름 휴가철 색다른 체험을 할 수 있는 속초의 명물 펜션이다.
2559,속초설악의풍경,강원도 속초시 바람꽃마을길 132-8,#강원도#춘천#관광지#펜션,033-635-9439,http://www.sightpension.com,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/8/BD10419_I_01.JPG&w=454&h=242,70000~380000원,주차 가능무료주차,속초의 푸른 동해와 설악산 그리고 설악워터피아의 바로 인근에 있는 설악의 풍경 펜션은 바다와는 떨어져 있지만 설악산 자생식물원의 인근에 있어 천혜의 자연 속에서 휴식을 즐길 수 있는 펜션이다. 야외 카페에서 마시는 향긋한 차와 바비큐 시설은 자연 속에서 낭만이 가득한 추억을 선사한다. 하늘 높이 솟아오른 소나무들이 가득한 산책로와 편안한 해먹이 설치되어있는 솔밭 쉼터는 여유로움이 가득 넘치는 여행을 즐길 수 있게 한다. 속초시 노학동에 있다.
2560,명산장여관,강원도 속초시 중앙로108번길 85,#강원도#춘천#관광지#여관,033-636-8883,,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/9/BM10013_I_01.JPG&w=454&h=242,50000~70000원,주차 가능무료주차,명산장여관은 속초시 중앙동에 자리 잡은 여관으로 속초의 명물 아바이순대와 가을동화 촬영지 생선구이 등으로 유명한 아바이마을로 가는 갯배선착장이 여관의 바로 옆에 있다. 속초를 찾는 관광객들이 빼놓지 않는 속초관광 수산시장과 중앙시장이 약 300m 정도의 가까운 거리에 있어 싱싱하고 다양한 속초의 해산물과 속초 닭강정을 모두 맛볼 수 있다. 도보로 쉽게 속초의 빼놓을 수 없는 관광지들을 방문할 수 있는 숙박업소이다.
2561,설악산 속 여행자,강원도 속초시 청봉로 213,#강원도#춘천#관광지#게스트하우스,033-633-5548,,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/9/BL10038_I_07.JPG&w=454&h=242,25000~120000원,주차 가능무료주차,속초시 설악권 관광의 허브와도 같은 설악산 C 지구에 자리 잡고 있는 설악 산속 여행자는 설악 권을 대표하는 게스트하우스로 여행객들을 맞이하고 있다. 산행으로 피곤함에 지친 설악권 여행객들이 내 집처럼 편하게 쉬어갈 수 있는 안식처라는 자부심으로 고객들에게 최상의 서비스를 제공하고 있는 게스트하우스이다. 셀프로 이용할 수 있는 조식 서비스와 간단한 생활용품을 제공하고 있어 기타 숙박 시설보다 부족함이 없다.
2562,더 레드하우스,강원도 속초시 설악산로836번길 17,#강원도#춘천#관광지#게스트하우스,033-636-8232,http://www.theredhouse.co.kr/,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/9/BL10037_I_12.JPG&w=454&h=242,20000~100000원,주차 가능무료주차,더 레드 하우스는 설악산으로부터 동해로 흐르는 물줄기가 내려다보이는 마을 언덕에 위치한 게스트하우스로 강원도 속초를 방문하는 여행객 그중에서도 설악 권을 중심으로 여행하는 여행객들이 많이 찾는 실용적인 숙박업소이다. 근 30년간 아름다운 외설악의 풍경을 한눈에 담을 수 있는 곳에서 심신의 휴양처가 되어온 (구) 락토장이 더 레드 하우스라는 새로운 이름으로 개장하였다. 동해안의 바닷가와 설악산 어느 곳으로도 편리하게 이동할 수 있는 요지에 자리하고 있는 속초 여행의 허브이다.
2563,곰스테이,강원도 속초시 청봉로 153,#강원도#춘천#관광지#게스트하우스,033-636-7347,http://blog.naver.com/gom-stay,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/9/BL10036_I_01.JPG&w=454&h=242,20000~150000원,주차 가능무료주차,곰스테이는 속초시 설악동에 있는 게스트하우스로 해외에서 많이 만나볼 수 있는 형태의 숙박시설을 이용하고자 하는 여행객들에게 인기가 많다. 1층의 넓은 로비는 방문객들이 여유롭게 쉴 수 있도록 휴게 공간으로 마련해 두었다. 넓은 탁자와 의자가 비치되어 있어 가볍게 휴식을 즐길 수 있으며 속초 지역에서 포켓몬 게임을 즐기는 사람들을 위해 스마트폰 충전 시설을 완비하고 있어 로비에서도 즐겁게 게임을 즐길 수 있다. 넓고 트인 공간에서 다른 여행객들과 함께 여행기를 공유하며 즐겁게 지낼 수 있는 게스트하우스이다.
2564,스테이오롯이,강원도 속초시 관광로408번길 42,#강원도#춘천#관광지#게스트하우스,033-638-9980,http://stayorosy.com,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/9/BL10026_I_11.JPG&w=454&h=242,100000~250000원,주차 가능무료주차,속초시 관광로에 위치한 스테이 오롯이는 이름의 의미처럼 모자람 없이 온전하게 머무르는 곳이다. 총 6개의 객실과 각각 개별 테라스가 있으며 중정을 품고 있는 ㅁ자 구조로 설계되어 있어 다른 숙박과는 색다른 숙박업체에서 머무를 수 있다는 게 스테이 오롯이만의 장점이다. 오롯이 카페에서는 조식도 제공하고 있고 조식 시간 외에 일반인들에게도 개방되어 누구나 카페서 휴식을 취할 수 있다.
2565,스마일리조트,강원도 속초시 청봉로5길 5-9,#강원도#춘천#관광지#게스트하우스,033-636-7117,http://속초게스트하우스.한국,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/9/BL10019_I_08.JPG&w=454&h=242,20000~110000원,주차 가능무료주차,스마일 리조트는 속초의 유명 관광지인 설악산의 앞쪽으로 있는 게스트하우스로 맑은 계곡과 함께 휴식을 즐길 수 있는 조용한 공간이다. 설악산은 국내에서 가장 아름답다고 손꼽히는 명산 중의 명산으로 늘 수많은 관광객이 붐비는 곳이다. 등산을 즐기며 동해권 관광도 함께 즐길 수 있어 많은 관광객으로부터 사랑을 받고 있다. 간단한 차와 커피를 무료로 제공하고 있으며 로비 내에서 간단한 조식을 즐길 수 있는 등 게스트하우스라 불리기에 부족함이 없는 숙박시설이다.
2566,제임스블루,강원도 속초시 중앙로 192-2,#강원도#춘천#관광지#게스트하우스,010-9798-4591,http://www.hostel-jamesblue.com/,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/9/BL10015_I_01.JPG&w=454&h=242,20000~120000원,주차 가능무료주차,제임스블루 게스트하우스는 시외버스터미널이 도보로 10분 거리로 교통이 편리한 곳에 자리한 숙박시설이다. 제임스블루의 객실은 2인실 침대방부터 패밀리방 4인실 온돌방 등의 일반 객실을 갖추었으며 4인실과 6인실의 도미토리도 있어 게스트하우스 객실을 이용할 수 있다. 제임스블루에서 가까운 속초 중앙시장으로 가볍게 걸어가 간단한 요기도 즐길 수 있다. 속초 중앙시장에 있는 속초의 특산물과 음식을 맛보고 시장의 활기를 느낄 수 있다.
2567,마린게스트하우스,강원도 속초시 대포항길 37,#강원도#춘천#관광지#게스트하우스,010-2291-3190,http://www.marineguesthouse.co.kr/,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/9/BL10014_I_09.JPG&w=454&h=242,20000~100000원,주차 가능무료주차,속초시의 명소 대포항 중심에 위치한 마린게스트하우스는 게스트하우스와 함께 카페마린을 운영중에 있어 커피와 함께 다른 음료도 맛볼 수 있다. 게스트하우스 건물 앞뒷편에 전용 주차장이 구비되어 있으며 주변에 튀김골목 난전활어센터 등 횟집타운이 형성되어 있다. 게스트 키친에서는 조식서비스를 제공하며 모두 셀프로 운영중이다. 인근에 양양공항이 있으며 외국인 관광객들도 많이 머물고 가는 곳이다.
2568,영랑민박,강원도 속초시 중앙로419번길 40,#강원도#춘천#관광지#민박,033-638-6790,http://youngrang.modoo.at,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/9/BI10267_I_09.JPG&w=454&h=242,100000~180000원,주차 가능무료주차,속초시 중앙로길에 있는 영랑민박은 가정집 민박으로 창밖으로 보이는 영랑호가 아름다운 숙박지이다. 8km의 아름다운 자연호수인 영랑호를 바라볼 수 있어 더욱더 영랑민박의 외관을 꾸며주며 붉은색 벽돌과 나무로 된 편안하게 즐기다 갈 수 있는 휴식공간이다. 바비큐 시설을 제공하고 있으며 내부 인테리어 역시 편안함을 강조하여 가족들과 오기에 안성맞춤인 민박이다.
2569,향기가득한민박,강원도 속초시 상도문길 24,#강원도#춘천#관광지#민박,010-6380-7480,http://www.hanggi.biz,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/9/BI10245_I_08.JPG&w=454&h=242,30000~200000원,주차 가능무료주차,강원도 속초시 상도문길에 있는 향기 가득한 민박은 사방이 논과 숲으로 둘러싸여 있어 농촌의 정감을 온전히 느낄 수 있는 콘도형 민박집이며 저렴한 가격으로 부담 없이 쉴 수 있다. 모든 객실에서 취사할 수 있으며 객실 인테리어는 아늑하면서도 쾌적해 호불호 갈리지 않고 사용할 수 있다는 점이 관광객의 몸과 마음을 풀어주는 민박집이다. 마당에서 바비큐 파티를 할 수 있고 넓은 주차공간을 보유하고 있다.
2570,행복이가득한민박,강원도 속초시 상도문2길 34,#강원도#춘천#관광지#민박,033-636-7498,http://www.fullhappy.co.kr,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/9/BI10244_I_01.JPG&w=454&h=242,30000~70000원,주차 가능무료주차,강원도 속초시 상도문2길에 위치한 행복이가득한민박은 가정집의 방 한쪽을 내주는 것 같은 편안함과 맑은 설악산의 공기를 마시며 휴식을 취할 수 있는 민박집이다. 1층은 가정집으로 운영되며 2층에 4개의 객실이 있어 조용하게 머무를 수 있다. 가격도 비교적으로 저렴해 부담 없이 이용할 수 있다. 부대시설로 바비큐장이 있어 바비큐 파티를 즐길 수 있다.
2571,풍년콘도식민박,강원도 속초시 설악산로 50,#강원도#춘천#관광지#민박,033-635-3600,,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/9/BI10243_I_01.JPG&w=454&h=242,50000~150000원,주차 가능무료주차,강원도 속초시 설악산로에 위치한 풍년콘도식민박은 자연경관과 잘 어우러져 있는 곳에 있어 포근한 느낌을 주는 민박집이다. 원룸 형태로 된 11개의 객실이 있으며 객실 내에는 TV 냉장고 에어컨 주방시설 등을 갖추고 있다. 바비큐장이 갖춰져 있으며 무료주차가 가능하다. 민박집 앞에 정자가 있어 오순도순 여유롭게 시간을 보낼 수 있고 바비큐장이 갖춰져 있으며 무료주차가 가능하다.
2572,일출봉민박,강원도 속초시 설악산로 511,#강원도#춘천#관광지#민박,033-636-7489,http://www.ilchulbong.co.kr/,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/9/BI10241_I_02.JPG&w=454&h=242,30000~200000원,주차 가능무료주차,일출봉민박은 속초시 설악산로에 위치한 2층 양옥집의 깔끔한 콘도식 원룸 객실을 갖춘 민박집이다. 내부에는 간단한 취사시설과 냉장고 등이 갖춰져 있으며 방이 여러 개 딸린 큰 객실도 있어 커플 여행뿐만 아니라 가족여행객에게도 좋다. 설악산의 맑은 공기와 동해의 싱그러움을 느껴볼 수 있는 곳으로 마당에서 직접 키우는 채소를 무료로 제공한다. 야외의 원두막과 넓은 마당에서 바비큐 파티를 즐길 수 있다.
2573,외갓집민박,강원도 속초시 상도문2길 29,#강원도#춘천#관광지#민박,033-636-7444,http://www.wegatzip.co.kr/,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/9/BI10238_I_11.JPG&w=454&h=242,30000~60000원,주차 가능무료주차,강원도 속초시 상도문2길에 위치한 외갓집민박은 한옥 마을 안에 있는 민박집이다. 설악산에 올라가는 길목에 있어 맑고 신선한 공기와 시원한 계곡을 체험할 수 있다. 5개의 객실이 있으며 조용하고 시골 고향 집 같이 편안하게 머무르며 휴식을 취할 수 있는 곳이다. 뒤뜰에 통나무원두막이 있어 바비큐 파티를 즐길 수 있으며 뒤편에 마을운동장에서 단체로 체육 활동이 가능하다.
2574,시골민박,강원도 속초시 상도문길 31,#강원도#춘천#관광지#민박,033-636-8418,,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/9/BI10237_I_08.JPG&w=454&h=242,30000~50000원,주차 가능무료주차,강원도 속초시 상도문길에 있는 시골민박은 깔끔하고 아늑한 민박집으로 시골집처럼 편안하게 머무를 수 있는 곳이다. 콘도식으로 구성된 3개의 객실이 있으며 다른 곳보다 비교적 저렴한 가격으로 이용할 수 있어 부담이 적다. 객실 내에는 TV 냉장고 에어컨 옷장 싱크대 화장실 등을 갖추고 있다. 시골집처럼 돌담이 집을 감싸고 있으며 한옥으로 지어져 고향의 정취를 느낄 수 있다.
2575,솔향민박,강원도 속초시 상도문2길 68,#강원도#춘천#관광지#민박,033-635-3581,http://www.solhang.com/,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/9/BI10236_I_01.JPG&w=454&h=242,30000~60000원,주차 가능무료주차,강원도 속초시 상도문2길에 위치한 솔향민박은 시원한 공기와 맑은 물이 흐르는 전통한옥마을에 있는 민박집이다. 설악산 가는 길목에 있어 설악산의 시원한 공기 맑은 물이 흐르는 곳이다. 6인 기준의 가족방 A와 15인 기준의 가족방 B가 있으며 넓고 아늑한 객실로 가족 단체로도 머무르기 좋은 곳이다. 객실마다 취사시설과 에어컨 냉장고 TV가 설치되어 있다.
