이름,주소,태그,전화번호,홈페이지,운영시간,이미지,소개
48.전주쪽구름도서관, 전주시 덕진구  여암2길 9 ,#전주#문화공간#도서관, 063-281-6527, http://lib.jeonju.go.kr, ,http://tour.jeonju.go.kr/planweb/upload/9be517a74f72e96b014f820463970068/inine/content/preview/5c84a35b-41b6-4064-9581-87b22c5d7c0a.jpg.png,2014년 5월 16일에 개관한 쪽구름도서관은 북부권 지역의 지식·정보·문화의 요람으로 지역 특색을 갖춘 문화정보를 생산 유통 소비할 수 있는 지식정보기반 공간구성으로 건립되었습니다.규모 : 도서관(3~4층) / 부지(1878㎡) 건물(4432.56㎡)운영시간 및 휴관일구분자료실열람실일반자료실어린이자료실3월~10월11월~2월운영시간09:00~19:00(화~금요일)09:00~18:00(화~금요일)07:00~23:00(월~금요일)08:00~22:0009:00~17:00(토·일요일)07:00~22:00(토·일·공휴일)자료실 휴무일매주 월요일 법정공휴일-도서관 휴관일명절(1.1 설날 추석) 당일자료실 및 편의시설자료실[종합자료실(전자정보코너 간행물코너) 어린이자료실]열람실(3층4층 노트북코너)부대시설(강의실 휴게실)장애인화장실(3층 4층) / 수유실(3층 유아실 내)
49.전주평화도서관, 전주시 완산구 평화14길  27-51 ,#전주#문화공간#도서관, 063-281-6420, http://lib.jeonju.go.kr, ,http://tour.jeonju.go.kr/planweb/upload/9be517a74f72e96b014f820463970068/inine/content/preview/d1a10319-6100-447d-8e5f-251826260c17.jpg.png,평화동 신성공원 내에 위치한 평화도서관은 인구밀집지역인 평화동 지역주민들 삶의 질 향상을 위한 평생학습중심센터 역할을 하고 있습니다.규모 : 지상3층 지하1층 / 부지(15152㎡) 연면적(2964㎡)운영시간 및 휴관일구분자료실열람실일반자료실어린이자료실3월~10월11월~2월운영시간09:00~19:00(화~금요일)09:00~18:00(화~금요일)07:00~23:00(월~금요일)08:00~22:0009:00~17:00(토·일요일)07:00~22:00(토·일·공휴일)자료실 휴무일매주 월요일 법정공휴일-도서관 휴관일명절(1.1 설날 추석) 당일자료실 및 편의시설자료실[종합자료실(일반자료실 전자정보코너 간행물코너) 노트북실 어린이자료실]열람실(제12열람실 248석)부대시설(강당 강의실(세미나실) 식당(매점) 휴게실)장애인화장실(1층 2층 3층) / 수유실(1층 동화방 내)
50.전주효자도서관, 전주시 완산구 우전로 181  ,#전주#문화공간#도서관, 063-281-6490, http://lib.jeonju.go.kr, ,http://tour.jeonju.go.kr/planweb/upload/9be517a74f72e96b014f820463970068/inine/content/preview/4a05a738-c309-48c1-9448-c45ffab6f497.jpg.png,2016년 8월 16일에 개관한 효자도서관은 전주 서부권 지역 시민에게 지식정보 제공과 힐링 문화공간으로서의 역할을 수행하고 있습니다.규모 : 지상4층 / 부지(2500㎡) 건물(3220㎡)운영시간 및 휴관일구분자료실열람실일반자료실어린이자료실3월~10월11월~2월운영시간09:00~19:00(화~금요일)09:00~18:00(화~금요일)07:00~23:00(월~금요일)08:00~22:0009:00~17:00(토·일요일)07:00~22:00(토·일·공휴일)자료실 휴무일매주 월요일 법정공휴일-도서관 휴관일명절(1.1 설날 추석) 당일자료실 및 편의시설자료실[종합자료실(일반자료실 전자정보코너 간행물코너) 어린이자료실]열람실(3층 2개실 223석) / 노트북실(제3열람실 40석)부대시설(강당 강의실(세미나실))장애인화장실(각층 남녀화장실) / 수유실(1층 아동자료실 내 유아실)버스일반190 (비전대학교-평화동종점) 190 (평화동종점-비전대학교) 61 (전주대학교-비전대학교) 104 (농수산시장-평화동종점) 61 (비전대학교-서곡주공) 61 (비전대학교-전주대학교)
51.덕진 청소년 수련방.놀이마당, 전북 전주시 덕진구    가리내로 122  (덕진동1가)  ,#전주#문화공간#문화센터, 063-277-6437,, ,http://tour.jeonju.go.kr/planweb/upload/9be517a74f72e96b014f820463970068/inine/content/preview/487667cb-1689-4bca-8aa1-fea21a49453a.jpg.png,○ 손 재주 교실 (한지·칠보공예) ○ 예절교실·풍물교실 ○ 컴퓨터 (기초반·인터넷반) ○ 동아리활동 (종이인형·재즈댄스·구연동화 등)
52.덕진동 청소년문화의 집, 전북 전주시 덕진구  기린대로 541-11  ,#전주#문화공간#문화센터, 063-273-7997, http://youthvision.or.kr/, ,http://tour.jeonju.go.kr/planweb/upload/9be517a74f72e96b014f820463970068/inine/content/preview/891f1ec6-9afb-4e6b-b84b-b2614a83efe0.jpg.png,우리사회의 미래인 청소년들에게 자신의 적성과 소질을 개발 할 수 있는 공간을 제공하고 있으며 건전한 문화창작활동을 할 수 있는 시설과 프로그램을 운용하고 있습니다. 청소년이 행복한 자아를 찾는 공간으로 활용되었으면 합니다.  >> 시설현황    ㅇ 정보의 공간 : 지식화 정보화시대의 미래를 준비하는 공간으로 활용  ＊ 인터넷 부스 ＊    ㅇ 시설현황 : 인터넷 11대 영상편집기 2대    ㅇ 시설이용 : 인터넷 정보검색 컴퓨터 활용 교육 문서작성  ＊ 열린독서실 ＊    ㅇ 시설현황 : 도서 900여권 영상과 청소년 권장 잡지 중앙 및 지역신문    ㅇ 시설이용 : 도서 열람 독서토론 소모임 학습 자율학습  ＊ 문화의 공간 ＊    ㅇ 다양한 문화를 체험하고 직접 건전한 창작활동을 통해 자신의 소질과 적성을 개발할 수 있는 공간      으로 활용 ☞ a / v    ㅇ 시설현황 : 42인치 프로젝션 tv(비디오 dvd 겸용) 관람석(24석)    ㅇ 시설이용 : 가족단위 영화감상 테마영화상영 비디오자키 활동 소규모 행사 ☞ 비디오 감상실    ㅇ 시설현황 : 29인치 tv 모니터 비디오(dvd겸용) 2대 무선 헤드폰    ㅇ 시설이용 : 영화감상 영상토론 영상제작 교육 ☞ 다목적실    ㅇ 시설현황 : 다목적 음향시설 좌석 72석 전면거울    ㅇ 시설이용 : 각종 행사/ 공연/ 전시/ 회의 댄스/ 기타 / 노래연습 공간 ☞ 만남의 공간 : 청소년의 다양한 모임과 동아리 활동을 할 수 있는 공간 ☞ 동아리방    ㅇ 시설현황 : 비디오 tv 사물함    ㅇ 시설이용 : 청소년 동아리 모임 및 활동 소규모 회의 ☞ 놀이의 공간 : 건전한 여가활동을 즐기는 공간으로 활용☞ 포켓볼    ㅇ 시설현황 : 포켓볼 당구대    ㅇ 시설이용 : 청소년 ca 활동 포켓볼 동호회 >> 주요 프로그램    ㅇ 청소년 문화활동 분야 - 음악교실 재즈댄스 교실 어린이 힙합교실 어린이 축구교실 중학교 ca 활동 지도    ㅇ 청소년 미디어 분야 - 영상제작교실 비디오자키 교실    ㅇ 지역 사회봉사 활동 분야 - 무료한방진료 독거노인 돌보기 우리동네 체험학교    ㅇ 청소년 인성교육 분야 - 청소년 환경생태체험 창의력 기르기 리더쉽 기르기 방과후 교실    ㅇ 청소년 상담 분야  - 청소년 상담 성격검사 적성검사    ㅇ 주민교양강좌 분야  - 주부 노래교실 주부 공예교실 다도교실 요가교실    ㅇ 기획행사 - 청소년 문화학교 동아리 창작 발표회
53.삼천 문화의 집, 전북 전주시 완산구 거마중앙로 49  ,#전주#문화공간#문화센터, 063-224-3088, http://3000.jjcp.or.kr, ,http://tour.jeonju.go.kr/planweb/upload/9be517a74f72e96b014f820463970068/inine/content/preview/a44520e7-f285-4936-8b0c-0826ac238dcd.jpg.png,2014년부터 (사)전통예술원 모악이 삼천문화의집을 맡아 운영하게 되었습니다. 삼천문화의집은 문화와 예술을 통해서 지역과 사람이 만나는 공간. 지역민이 주체가 되어 삼천지역의 문화예술을 만들어 가고 향유하는 문화 놀이터입니다. 또한 문화예술을 통해 서로간의 소통과 생활의 즐거움과 활력이 되고자 하는 분들에게 항상 열려있는 곳입니다. 이용안내전주시민이면 누구나 무료로 이용 할 수 있습니다.비디오도서 등은 문화의집에서 항시 이용 하실 수 있습니다.(사용하실때는 이용자 기록부 서명 후 이용하시기 바랍니다.)문의전화 : 063-224-3088 / 팩스 : 063-224-3089시설현황소 재 지 : 전주시 완산구 거마중앙로 49 삼천2동 주민센터2층 (560-807)대 표 자 : 관장 최기춘 시 설 규 모 : 131평 이용시설 : 일꾼방(안내데스크) 뒹굴뒹굴 왁자지껄 두근두근 쿵짝쿵짝 상상카페 도란도란이용시간평일토요일휴관09:30~18:3010:00~17:00일요일공휴일임시공휴일
54.솔내청소년수련관, 전북 전주시 덕진구 동부대로 1079  (송천동2가) ,#전주#문화공간#문화센터, 063-278-4288, http://www.solnaeyouth.com  , ,http://tour.jeonju.go.kr/planweb/upload/9be517a74f72e96b014f820463970068/inine/content/preview/d3debb94-7f84-4a16-bf66-f3f88b0e7e31.jpg.png,청소년들이 일상생활권 내에서 여가시간을 활용하여 다양한 문화체험과 정보화능력을 함양할 수 있는 전주시립 솔내청소년수련관이 송천동에 첨단정보·문화시설을 갖추고 2002.3월에 지역사회 청소년과 지역주민들을 대상으로 개관하였다.  [주요프로그램] ＊상시프로그램＊        - 가요댄스 월화수 - 종이접기 화목 - 풍물교실 월수금        - 에어로빅 월~토     - 댄스스포츠 수금     - 풍물교실 월수목     - 요가 화목금  ＊특별프로그램＊     - 청소년 문화광장 : 청소년들에게 건전한 문화와 여가활용을 위한 문화행사     - 청소년 동아리축제 : 청소년 동아리들의 기량을 마음껏 발휘할 수 있는 공연행사     - 방학프로그램 : 초등학생들의 방학숙제 고민을 풀어주고 다함께 즐기는 현장체험행사     - 솔내 예술제 : 수련관 전체회원들이 하나로 어우러지는 솔내축제
55.완산 청소년 문화의 집, 전북 전주시 완산구  선너머2길 37  (중화산동2가) ,#전주#문화공간#문화센터, 063-226-5193, http://www.youngi.or.kr, ,http://tour.jeonju.go.kr/planweb/upload/9be517a74f72e96b014f820463970068/inine/content/preview/25194b6d-db42-410e-9749-efe6a53b2076.jpg.png,[시설내용]  ㅇ 문화체험의 공간    - 인터넷부스 : 인터넷을 자유롭게 이용하여 필요한 정보를 검색할 수 있는 공간    - 비디오부스 : 재미있고 유익한 영화를 선택하여 관람할 수 있는 공간    - 컴퓨터교육실 : 컴퓨터를 활용할 수 있도록 배우는 공간    - 열린독서실 : 조용히 책을 읽으면서 공부도 할 수 있는 공간    - 자료실 : 다양한 문화를 접할 수 있도록 정보를 제공하는 공간  ㅇ 문화창작의 공간    - 창작공방 : 다양한 문화창작 활동 및 동호인의 모임 공간    - 공연연습실 : 락 풍물 무용 음악등을 연습할 수 있는 공간    - 댄스연습실 : 댄스를 연습하는 공간  ㅇ 문화생활의 공간    - 야외쉼터 : 지역주민과 청소년들의 다양한 만남이 이루어지는 공간    - 다목적실 : 소규모 공연 영화감상 작품전시회 등을 체험할 수 있는 공간    - 체력단련실 : 운동을 통하여 체력을 기르고 친목을 도모하는 공간  ㅇ 안내/만남의 공간   - 안내데스크 : 문화의 집 이용을 안내하는 공간    - 휴게라운지 : 휴식과 만남의 장으로 간단한 담소를 나눌 수 있는 공간  ㅇ 주요프로그램    >상시프로그램(연중 연속프로그램)    - 열린학습프로그램 어린이 논술교실 어린이 독서교실 어린이 글짓기교실 방과 후 숙제지도    - 정보학습프로그램 컴퓨터기초교실 워드자격증교실 인터넷정보교실    - 놀이학습프로그램 어린이 풍물교실 어린이 난타교실 어린이 드럼교실    - 창의성개설 프로그램 어린이 생활공예 어린이 종이접기 아동미술지도   >특별프로그램    - 전래놀이 한마당(연 1회)    - 여름방학 체험학교(연 2회)    - 테트리스 및 정보검색대회(연 1회)    - 전통문화 축제(연 1회)    - 코스프레 및 만화축제(연 1회)    - 청소년문화의 광장 축제(연 4회)    - 청소년 동아리 축제(연 2회)    - 청소년 풍물· 사물 경연대회(연 1회)    - 중· 고생 자치교실 및 어울마당(14개학교)    - 청소년 문화유산기행(연 1회)   > 동아리활동 (현재 12개 분과 45개 동아리 활동 중)    - 풍물동아리(12개팀) - 컴퓨터동아리(4개팀)    - 그룹사운드동아리(4개팀)    - 코스프레동아리(3개팀)    - 연극동아리(1개팀)    - 수화동아리(1개팀)    - 댄스동아리(4개팀)    - 자원봉사동아리(5개팀)    - 문학동아리(3개팀)    - 기타동아리(2개팀)    - rcy 동아리(4개팀)    - 신문편집동아리(2개팀)  > 주변학교 위탁 ca    - 풍물 자원봉사 다도 기타. 컴퓨터 등등  > 어머니 교실    - 상반기 9개 강좌 - 하반기 9개 강좌 컴퓨터 교실 인터넷기초교실 워드자격증교실 장구교실      풍물교실 노래교실 종이접기교실 한지공예 요가교실 아동미술지도기초
56.우아 문화의집, 전북 전주시 덕진구 우아2길 25  ,#전주#문화공간#문화센터, 063-245-8455, http://wooa.jjcp.or.kr, ,http://tour.jeonju.go.kr/planweb/upload/9be517a74f72e96b014f820463970068/inine/content/preview/1f922292-ead6-4607-910a-3e165198f6aa.jpg.png,우아문화의집은 2002년 3월에 개관하여 다양한 문화정보와 각종 건전한 문화 활동을 체험할수 있도록 쾌적하고 질 높은 문화공간과 시설을 마련해 놓은 소규모 복합문화공간입니다. 덕진구 우아1동 주민센터 2층에 위치한 우아문화의집은 문화적으로 소외받은 이웃들에게 문화․복지 서비스를 제공함으로써 이들의 삶의 질을 향상 시키는데 촉매제 역할을 하고 있습니다. 이용안내전주시민이면 누구나 무료로 이용 할 수 있습니다. 방문하시는 분들은 안내데스크에 있는 방문록을 등록하시고 이용하시기 바랍니다. 도서는 1인 3권당 10일 대출 가능문의전화 : 063-245-8455시설현황동호회 활동공간 동아리실(방음시설) 주민자율공간 이용안내 모임방 및 개인연습 동아리 이용을 위하여 수업이 없는 시간 문화의집 개방시간에 맞춰서 자유롭게 이용하실 수 있습니다. 이용시간평일토요일휴관09:00~19:0010:00~17:00국경일 공휴일 일요일
57.인후문화의집, 전북 전주시 덕진구 견훤로 290  ,#전주#문화공간#문화센터, 063-247-8800, http://inhoo.jjcp.or.kr, ,http://tour.jeonju.go.kr/planweb/upload/9be517a74f72e96b014f820463970068/inine/content/preview/0794f9b2-8ba7-4675-8d79-08c749449763.jpg.png,인후문화의집에서는 삶이 곧 문화가 되고 그 삶을 사는 사람들이 바로 삶의 교과서가 된다는 말을 공감하며 각자의 사연들로 누구나 공감하는 지점의 삶의 문화지도를 그려가고 있습니다. 인후문화의집에서는 실생활에 유용한 상설프로그램 뿐 아니라 각 기관별 연계사업 체험프로그램 예술캠프 각종 무료강좌 등으로 여러분을 기다리고 있습니다. 2012년 9월부터는 문화공간과 더불어 생활가까이에 있는 소중한 독서공간인 작은 도서관도 함께 운영하고 있으니 많은 이용바랍니다.  이용안내전주 시민이면 누구나 이용 가능합니다. 방문하시는 분들은 안내데스크에서 이용자 기록부 작성 후 이용하시기 바랍니다.문화의집 상설 프로그램 접수기간 / 매월 25일~30일문화의집 도서 대여기간 / 1인 2권당 10일문의전화 : 063-247-8800이용시간평일토요일휴관10:00~18:0010:00~17:00일요일 공휴일
58.전주시 청소년 문화의 집, 전북 전주시 완산구   물레방아1길 43-68  (태평동) ,#전주#문화공간#문화센터, 063-273-5501, http://www.jeonju1318.or.kr/, ,http://tour.jeonju.go.kr/planweb/upload/9be517a74f72e96b014f820463970068/inine/content/preview/435b35c0-a61b-4507-b6cc-d583b826322b.jpg.png,☞ 연간행사   - 학기중 문화교육 프로그램 : 3~6월(봄학기) 9~10월(가을학기)   - 방학특강 문화교육 프로그램 : 1월(겨울) 8월(여름)   - 공공청소년 수련시설 프로그램 운영    . 5월 : 가족과 함께하는 전래 인형극 공연     . 6월 : 청소년 문화의집 한돌잔치     . 7월 : 우리문화 체험캠프     . 8월 : 청소년 창작 그룹댄스 페스티벌     . 9월 : 청소년 이웃사랑 자선 콘 서트     . 11월 : 학생의 날 기념 인터넷 정보사냥대회     . 12월 : 청소년 송년잔치 ☞ 이용시간   - 무휴관 원칙 운영    . 월~토 : am 09:00~pm 08:00    . 일요일 : am 11:00~pm 06:00    . 방학중 : am 10:00~pm 08:00 ☞ 이용비용   - 인터넷 사용 : 시간당 500원   - 문화관람실 : 1일 대관료 40000원 ☞ 동아리 현황   - 댄스동아리 : 10팀 u.n.c(고교생 20명) e.y.c(중.고생 8명) n.t.a(중생 8명) r.o.d(고교생 18명)     terg-m(고교생 8명) u.d.c(중.고생 6명) do-out(고교생 11명) 제스처(고교생 4명) 용들림(고교생 8명)    하이라이트(중.고생 5명)   - 연극동아리 : 느낌(고교생 9명)   - 만화동아리 : 만화방(중.고생 10명)   - 과학동아리 : jy(고교생 28명)☞ 약도 및 교통편   - 교통편 : 시내버스 덕진구 방향에서 중앙성당 앞에서 하차. 완산구 방향에서 코아백화점 앞에서 하차.
59.전주시청소년상담복지센터(YWCA), 전북 전주시 완산구  용머리로 98  (효자동1가) ,#전주#문화공간#문화센터, 063-227-1005, http://www.jjsangdam.or.kr, ,http://tour.jeonju.go.kr/planweb/upload/9be517a74f72e96b014f820463970068/inine/content/preview/a8283fb0-f2ac-4ec1-8862-5ecfa94df821.jpg.png,내가 힘들고 마음이 괴로울 때 마음을 터놓고 이야기 할 수 있는 곳이 여기 있습니다.전주시청소년상담복지센터는 청소년복지지원법 제29조를 근거로 전주시로부터 전주YWCA가 위탁받아 운영하는 청소년상담복지전문기관으로 전주시 청소년의 건강한 성장을 위한 다양한 상담복지 사업을 수행하고 있습니다.최근 변화하는 청소년 문제에 효과적으로 대응하기 위해 청소년유관기관 간 연계를 통해 위기청소년을 돕는 ‘전주시청소년통합지원체계(CYS-Net)’를 구축운영하고 있으며 중고위기 청소년을 직접 찾아가서 상담하는 ‘청소년동반자’사업 ‘전주시학교밖청소년지원센터(청소년지원센터 꿈드림)‘운영을 통해 학업중단 청소년들의 학업복귀과 사회진출을 적극 지원하고 있습니다.이용안내이용대상만 9세~24세 청소년 부모 및 교사상담내용학교부적응학교폭력대인관계학업진로성격비행 등이용시간월~금 9:00~20:00 (방학 중 18시까지)토요일 9:00~18:00점심시간 12:00~13:00이용문의Tel) 063-236-1388 | Fax) 063-236-1389주소 : 전주시 완산구 용머리로 94 좋은빌딩 3층 (효자동1가 545-3번지)이용방법전화상담상담전화(063-236-1388 또는 국번없이 1388) > 상담 > 상담 및 심리검사 연결 / 도움기관 연계내방상담전화신청 > 상담예약(담당자와 통화) > 신청자 내방 > 개인상담 진행심리검사전화신청 > 검사예약(담당자와 통화) > 검시실시(신청자 내방) > 검사해석 및 상담
60.전주시청소년자유센터, 전북 전주시 덕진구   서귀로 107  (팔복동3가) ,#전주#문화공간#문화센터, 063-211-7401,, ,http://tour.jeonju.go.kr/planweb/upload/9be517a74f72e96b014f820463970068/inine/content/preview/c5db4145-bfcd-4ac9-9e21-88a16fb825ae.jpg.png,주요 프로그램 내용 1. 디딤학교   1) 교육 기간 및 구성    (1) 1주일제 2주일제 3주일제 4주일제의 단기형으로 운영    (2) 월-금 주 5일 6교시 과정 운영(토요일은 기획 프로그램 운영)   2) 교육 대상 : 전주시에 거주하는 중학교 과정의 위탁 교육생(학교 학부모 추천)   3) 교육내용    (1) 메인 프로그램 : 컴퓨터반 영상제작반 사진반 애니메이션만화반 창작댄스반 심성 수련반 우리문화반   (2) 통합 프로그램 : 사귐의 시간(레크레이션) 자아 찾기 자원봉사 및 노작 활동 명화감상 공동체 놀이                               마음공부 현장체험 학습 다함께 요리    (3) 특별 프로그램 : 요가 고운 우리말(국어) 수학과 친해지기(수학) 영어와 놀기(영어) 피아노 연주                               국악 및 풍물 연주 이ㆍ미용 메이크업 밴드 및 악기 연주 주간신문 만들기 심리 검사                               및 특기ㆍ적성 검사 2. 청소년 대상 프로그램   1) 청소년열린교육 캠프 : 여름방학 겨울방학을 이용한 문화 강좌 및 전문 강좌 등 교육 수련 프로그램 실시   2) 리더십 교실 : 중학교에 재학중인 간부 학생들에게 다양한 프로그램 및 사회ㆍ문화적 체험 활동을 제공                         하여 리더로서의 역할 수행 능력 향상 훈련 활동 3. 기타 프로그램   1) 지역 주민 화합 프로그램 : 풍물 영화감상 인터넷 등 시설과 프로그램 활용   2) 늘푸른마을(임대아파트) : 어울마당 영화감상 상담 다양한 문화 공동체 활동을 통한 건전하고 쾌적한                                          생활 공간 확보 및 공동체 의식 함양 ☞ 센터 이용 시간 : 오전 08:00 ~ 18:00 ☞ 사용료 : 무료(교육 및 인터넷) 특별 프로그램 및 장소 대여 (실비) ☞ 약도 및 교통편    1) 팔복동 - 하나로 마트행 버스 탑승 후 한화베어링 앞에서 하차 - 맞은 편 건물    2) 버스노선 : 31-7 165 73-1 80 84 74 70-1 78-4 77 46-1 87-1 6 229 59-7
61.진북문화의 집, 전북 전주시 덕진구 팔달로 340-30  ,#전주#문화공간#문화센터, 063-275-0186, http://jinbuk.jjcp.or.kr, ,http://tour.jeonju.go.kr/planweb/upload/9be517a74f72e96b014f820463970068/inine/content/preview/08e22314-ab15-4f60-8f60-b2f1738fd4a7.jpg.png,진북문화의집이 위치한 진북동은 전주시 중심부에 자리하며 구도심과 신도심의 중간지대 전통과 현대가 상존하는 ‘부도심(副都心)’적 특성을 갖고 있는 지역입니다. 전주시 장기발전계획에 따르면 문화예술권으로 분류되어 있기도 합니다.“생활 속의 문화예술공간”을 지향하는 진북문화의집은 문턱 없는 문화공간으로 마을공동체 주인공인 시민들이 배우고 소통하며 참여하는 문화예술 활동의 기초이자 토대가 되고자 합니다.이용안내전주시민이면 누구나 무료로 이용 할 수 있습니다. 방문하시는 분들은 안내데스크에 있는 이용자 기록부 작성 후 이용하시기 바랍니다. CD 음반 도서 비디오 등은 문화의 집에서 항상 이용하실 수 있습니다. 문의전화 063-275-0186  / 팩스 : 063-271-0187이용시간평일토요일휴관10:00~19:0010:00~17:00일요일 공휴일
62.효자문화의집, 전북 전주시 완산구 강변로 180  ,#전주#문화공간#문화센터, 063-228-9076, http://hyoja.jjcp.or.kr, ,http://tour.jeonju.go.kr/planweb/upload/9be517a74f72e96b014f820463970068/inine/content/preview/a8221ef0-304c-445e-a5af-554349985e70.jpg.png,우리생활에 향기를 갖는 것은 창조적인 문화 활동을 통해 이루어집니다. 우리사회의 향기가 가득하면 그것이 곧 문화도시로서의 모습을 갖춰나가는 것입니다. 삶의 꽃은 문화 활동입니다. 삶의 꽃을 가꾸는 것은 남의 것이 아닙니다. 자기 삶을 바라보고 꾸미는 것은 사람이 꽃처럼 아름다울 수 있는 길입니다. 효자문화의집은 나눔의 공간에서 삶을 가꾸고 사회를 행복하게 하는 창조공간을 꿈꾸며 여러분과 함께 만들어 가고자 합니다. 이용안내전주시민이면 누구나 무료로 이용 할 수 있습니다. 방문하시는 분들은 안내데스크에 있는 이용자 기록부 작성 후 이용 하시기 바랍니다.CD 음반 도서 비디오 등은 문화의 집에서 항상 이용하실 수 있습니다. 문의전화 063-228-9074~6  / 팩스 : 063-228-9075이용시간평일토요일휴관10:00~19:0010:00~17:00일요일 공휴일
63.이지원, 전북 전주시 완산구 한지길 106-2 ,#전주#문화공간#전통문화, 063-232-3207,, ,http://tour.jeonju.go.kr/planweb/upload/9be517a74f72e96b014f820463970068/inine/content/preview/22451a29-aca5-420d-ab17-6fe129d4631b.jpg.png,                한지로 만나는 놀라운 세상 이지원 전통한지공예가 김혜미자 선생의 자택이자 작업실인 이지원은 다양한 한지공예를 만날 수 있는 곳으로 거의 모든 가재도구가 한지 작품으로 꾸며져 있으며 한지공예 체험도 가능하다.             
64.전라북도 우수상품관, 전북 전주시 완산구 한지길 110 ,#전주#문화공간#전통문화, 063-288-0664,, ,http://tour.jeonju.go.kr/planweb/upload/9be517a74f72e96b014f820463970068/inine/content/preview/ea60fc4a-e961-4911-a3e6-7de8d4c20136.jpg.png,                전라북도 우수상품관은 전라북도지사의 인증상품을 판매하는 기관으로 각 분야의 전문가들이 준비한 다양한 체험거리를 병행하는 곳입니다.  체험담당자 : 010-3656-0664  체험가능인원 : 50~60명체험 프로그램나만의 칼라머그컵 만들기  소요시간 : 30분  체험비 : 8000원방 이름표 문패 만들기 체험  소요시간 : 30~40분  체험비 : 10000원솟대 만들기 체험  소요시간 : 30분  체험비 : 5000원지우개 스탬프 만들기 체험  소요시간 : 30 ~ 50분  체험비 : 5000원 ~ 10000원  스탬프로 책갈피 꾸미기 : 추가비용 1000원  스탬프로 한지엽서 꾸미기 : 추가비용 2000원            
65.청을전통문화원(예절교육원), 전주시 완산구 은행로 22-6 ,#전주#문화공간#전통문화, 063-232-6679, http://www.etiedu.co.kr, ,http://tour.jeonju.go.kr/planweb/upload/9be517a74f72e96b014f820463970068/inine/content/preview/cd93130b-eaba-4beb-8f14-e3c43fdced13.jpg.png,                청을전통문화원은 전통문화 교육과 체험학습에 전문성을 갖춘 곳으로 전통예절 전통문화를 체험할 수 있는 많은 체험프로그램 갖추고 있습니다.교육프로그램청소년 예절교육  대상 : 초등학생 중학생 고등학생  비용 : 1인 10000원  가능인원 : 15~50명- 초등학생 (인증번호 07474)    청을전통문화원 체험안내              일정      소요시간      단위프로그램명      내용                  09:00 ~ 09:20      20분      오리엔테이션 및 안전교육                     09:20 ~ 10:10      50분      어린이 예절교육1      예절이란 무엇인가?(이론)              10:10 ~ 11:00      50분      어린이 예절교육2      행동예절(인사예절 절 배우기)              11:00 ~ 11:50      50분      어린이 예절교육3      복장예절        (옷을 입는 목적 한복입어보기)              11:50 ~ 12:00      10분      평가 및 마무리      설문조사 및 소감발표      - 중학생 (인증번호 07473)    청을전통문화원 체험안내              일정      소요시간      단위프로그램명      내용                  09:00 ~ 09:20      20분      오리엔테이션 및 안전교육                     09:20 ~ 10:10      50분      청소년 예절교육1      예절이란 무엇인가?(이론)              10:10 ~ 11:00      50분      청소년 예절교육2      예절의 방위 바른 인사법         전통배례              11:00 ~ 11:50      50분      청소년 예절교육3      복장예절 의미         한복 바르게 입는 법과         한복입어보기              11:50 ~ 12:00      10분      평가 및 마무리      설문조사 및 소감발표      - 고등학생 (인증번호 07472)    청을전통문화원 체험안내              일정      소요시간      단위프로그램명      내용                  09:00 ~ 09:20      20분      오리엔테이션 및 안전교육                     09:20 ~ 10:10      50분      청소년 예절교육1      예절이란 무엇인가?(禮論)              10:10 ~ 11:00      50분      청소년 예절교육2      행동예절(行動禮節)              11:00 ~ 11:50      50분      청소년 예절교육3      복장예절(服裝禮節)              11:50 ~ 12:00      10분      평가 및 마무리      설문조사 및 소감발표      기타교육  다례체험  대학생/일반인/직장인예절교육체험프로그램1일 전통문화생활체험- 일일 생활체험 프로그램 A형    청을전통문화원 체험안내              시간      문화체험명      문화체험내용      기타                  10:00~11:30      생활예절      인사법 전통배례 행동예절      〇15인 이상        〇참가비용:27500              11:30~13:00      전통음식      비빔밥체험              13:00~14:30      다례체험      잎차우리기 차 마시는 법              14:30~15:30      천연비누      MP비누만들기      - 일일 생활체험 프로그램 B형    청을전통문화원 체험안내              시간      문화체험명      문화체험내용      기타                  10:00~11:30      생활예절      인사예정(공수배전통배례)        복장예절(복장예절의미)        음식예절(식사예절)        ※한복입고예절배우기      〇15인 이상        〇참가비용:33000              11:30~13:00      비빔밥체험      전주비빔밥 유래        비빔밥 만들기        비빔밥 시식              13:00~13:30      다례체험      차의 종류        차우리기        차 마시는 법              13:30~15:00      소리체험      판소리배우기              15:00~16:00      천연비누      MP비누만들기        (한방가루를 첨가하여 녹여붓기)      한복체험  대상 : 중학생 (최대50명) / 체험비 : 1인 10000원  시간 : 09:00~12:00 * 한복예절(1시간) 예절교육(1시간)소리체험  대상 : 중학생 (최대50명) / 체험비 : 1인 10000원  시간 : 09:00~12:00 * 소리체험(2시간)             
