인덱스,이름,주소,태그,전화번호,홈페이지,운영시간/휴무일,이미지,입장료,주차시설,소개
3027,블랑게스트하우스,제주특별자치도 서귀포시 표선면 표선리 1821-1,,,,,https://api.visitjeju.net/photomng/imgpath/201804/30/ad4d263c-336a-429f-862b-a0d5e6e202c6.png,,,블랑게스트하우스는 2015년 11월에 오픈했다.편안하고 조용하고 깨끗한 휴식공간과 편의시설 든든하고 맛있는 조식으로 제주를 찾는 게스트여러분의 즐거운 여행에 보탬이 되고자하는초심으로 운영하고 있다.또 표선인근이라면 어디든 언제든 몇번이든 픽업서비스를 제공하여 올레길을 걷는 게스트분들이나 차량렌트 없이 제주를 여행하는게스트분들이 편하게 여행하실 수 있도록 노력하고 있다.게스트하우스 주변에 표선 해수욕장과 올레길 3구간 끝과 4구간 시작지점 김영갑 갤러리 다양한 오름 허브동산 표선 민속촌 등다양한 볼거리와 관광지가 가까이에 위치 해 있다.​ ​ ​ B동 여자도미토리룸  4인실화장실이 내부에 있으며화장대와 헤어드라이기도 객실에 비치되어 있다.​ B동 남자도미토리룸  4인실 샤워 및 화장실 겸용 시설은 입구 바로 앞에 있으며헤어드라이기는 객실 안에 비치되어 있다.
3028,블랙롯지,제주특별자치도 서귀포시 성산읍 수산리 716-3,,010-2659-5619,,체크아웃 11:00~,https://api.visitjeju.net/photomng/imgpath/201804/30/9cbf99db-615e-4cdf-82d5-d18f3c91a892.jpg,,,​귤나무가 있는 정원이 함께 있는 깔끔한 게스트 하우스블랙롯지는 관광지가 모여 있는 성산읍 수산리 마을에 위치하고 있다.게스트하우스의 정원에는 감귤나무와 삼나무가 자라고 있다.객실은 모두 2인실이지만 3명이 투숙을 희망하는 경우 사전 문의 후 이용이 가능하다.방 안에는 TV가 없는 대신 핸드폰 기종에 맞는 프로젝터를 제공해주어 미리 다운로드한 드라마나 영화를 볼 수 있다.또한 조식은 원하는 시간을 미리 말하면 주인 부부가 직접 가져다주며 기상상황에 따라 마당의 테이블에서 식사도 가능하다.​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​
3029,블랙샌즈호텔,제주특별자치도 제주시 선사로 8,,064-740-0888,,,https://api.visitjeju.net/photomng/imgpath/201804/30/868916d9-b150-44f9-a48d-cad01c638d53.jpg,,,블랙샌즈호텔 제주는 제주시에 위치해 있으며 서비스와 시설 면에서 최고급을 지향한다.현대적 스타일의 디자인과 우아한 시설에서부터 객실 내에 비치된 작은 용품까지 고객의 진정한 휴식을 위해 정성으로 준비하였다.​​
3030,블루네집,제주시 조천읍 함덕로 4,,010-3438-8253,,,https://api.visitjeju.net/photomng/imgpath/201804/30/d0dd3bdb-8b90-4d69-93c3-d369512d38db.jpg,,,​​예약은 카페문의글로만 받고있습니다. 객실 이용 중 집기 파손 및 분실은 실비 변상을 원칙으로 하고 있습니다. 침구류 오염시 세탁비 10000원 있으니 깨끗하게 사용 바랍니다​
3031,블루마린,제주특별자치도 서귀포시 표선면 표선리 1282,,064-787-0721,,,https://api.visitjeju.net/photomng/imgpath/201804/30/7935e6c4-5476-4d1a-a1b7-f5eb1b14f60e.jpg,,,​​-기준인원 초과요금: 초등학생 이상: 1인 1만원 / 미취학 아동:1인 5천원 -바비큐 이용비: 1만원(사전 예약 요망) -주변관광지로는 표선해비치해변 제주허브동산 설문대할망테마공원 일출랜드 성읍민속마을 등이 있습니다.
3032,블루마운틴호텔,제주특별자치도 서귀포시 성산읍 일출로 297,,064-731-8888,,,https://api.visitjeju.net/photomng/imgpath/201804/30/ac06f513-5b1e-40bd-bf0f-9b6b0ba0a3a3.gif,,,​​연휴기간 시 Standard 130000 / Deluxe 150000 / Ondol 180000 으로 요금이 인상됩니다.​
3033,블루베이휴양펜션,제주특별자치도 제주시 내도7길 20,,064-713-3577,,연중무휴,https://api.visitjeju.net/photomng/imgpath/201804/30/bd30779b-73d5-4e9c-9f83-cdfc404e7672.jpg,,,공항과 신제주에서 승용차로 10분거리에 위치하고 있다.푸른 바다와 아름다운 해안 넓은 보리밭 들판과 돌담들그리고 제주의 향취가 풍기는 바닷가 마을이 있어 제주의 정취를 느낄 수 있다.
3034,블루비치,제주특별자치도 제주시 도두항 서길 59,,064-711-7660,,연중무휴,https://api.visitjeju.net/photomng/imgpath/201804/30/2268aaa1-ef6b-4dd8-9afa-fc4671550c34.jpg,,,​​ 각종 편의시설들이 준비되어 있어 휴식은 물론 취사가 가능하며 가족여행시 머물기 좋다.​
3035,블루오션,제주특별자치도 서귀포시 대정읍 가파리 568,,064-794-4500,,,https://api.visitjeju.net/photomng/imgpath/201804/30/0df5e249-66c7-41a6-966a-43b8e01f6ed9.jpg,,,아름다운 가파도 가파 포구 인근에 위치한 펜션으로 바베큐장이 별도로 있다낚시를 좋아하시는 분 청보리축제에 오시는분들 다양하게 찾는 곳이다​​
3036,블루펄,제주도 서귀포시 호근동 1616-1,,064-739-4002,,,https://api.visitjeju.net/photomng/imgpath/201804/30/848216ee-478c-4faf-91d2-eabc3e48404e.jpg,,,​​블루펄 리조트는 천혜의 자연경관을 지닌 제주도 남단 서귀포에 위치해 있으며 리조트에서 10~15분 내에 관광지 및 편의시설이 고루 갖추어져 있다.외돌개 월드컵경기장 이마트 워터월드 중문관광단지 주상절리대 천지연폭포 등리조트 1~2분거리에 바다 경관을 감상하며 산책하실 수 있는 산책로가 외돌개까지 이어져 있다.4인 기준(최대 6인) 18평형룸과 8인 기준(최대 8명) 36평형룸에침대 TV 식탁 세면도구 등 시설이 완비된 리조트​
3037,비롯하우스,제주특별자치도 제주시 신촌5길 52-1,,010-8931-0020,,연중무휴,https://api.visitjeju.net/photomng/imgpath/201804/30/e843571a-5a93-4cfa-99ac-5f611218f583.jpg,,,​​제주시를 벗어나 다랑쉬 용눈이 아부 등 오름이나 만장굴 비자림 우도 성산일출봉 등제주의 동쪽의 여행이 시작되는 곳입니다.비롯하우스는 2층 공간이 오로지 게스트말 지내는 공간으로 룸마다 개별 욕실이 있고간단한 요리를 할 수 있는 주방과 공동 거실을 갖춰있습니다.제주 바닷가 시골의 정취를 느낄 수 있습니다.​
3038,비스타리조트,제주특별자치도 제주시 이호1동 363,,064-713-6631,,연중무휴,https://api.visitjeju.net/photomng/imgpath/201804/30/b91a3d4a-a8f7-4e47-bb3c-9772ab2b1a82.jpg,,,​용두암 해안도로 끝에 자리 잡고 있는 럭셔리 리조트제주공항에서 용두암 해안도로를 따라 10분 거리에 위치한 비스타리조트는전 객실 창문이 통유리로 되어 있어 제주 바다를 볼 수 있으며 디럭스 객실에는 옵션으로 월풀 욕조가 있다.또한 리조트 안에 ‘비즈니스 센터’가 있어 PC와 팩스 이용이 가능하다.리조트의 옥상에는 ‘하늘정원’ 전망대가 있어 한라산과 제주 신시가지 이호 해수욕장과 도두봉 제주공항의 이착륙 비행기까지 조망할 수 있다.​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​
3039,비아 제주,제주특별자치도 제주시 연동 290-36,,064-713-3911,,,https://api.visitjeju.net/photomng/imgpath/201804/30/22061a45-55fc-4c14-bae1-12d09355889c.jpg,,,​​​私たち夫婦は、長い間スキューバーダイビングをしながら旅行を楽しんできました。現在は済州島でカフェ＆ステイを運営しています。世界中からいらっしゃる旅行客の皆様を家族のような気持ちで迎え、私たちもまた旅行客の立場でゲストの皆様をおもてなし致します。場所：済州国際空港から1.8km、タクシーで５分またはバスで２つ目の停留所、もしくは徒歩20分宿泊：基本的に2名、最大3名まで(室内での料理はできません)*2名様でのご予約：ツインベッドルーム1室またはクイーンルーム1室、バスルーム1つ*3名様でのご予約：ツインベッドルーム1室、シングルベッドルーム1室、バスルーム2つ特徴：清潔で静かな宿泊施設、ホテル式ホワイトカラーベッド、オーナーが直接運営するベイ朝食にカレーカフェにて手作りパンとドリンクをサービス、半径500m内に地元の人に人気の飲食店多数あり、免税店・ショッピングモール通りまで徒歩20分以内
3040,비앤비호텔,제주특별자치도 제주시 연동 271-4,,064-774-8400,,,https://api.visitjeju.net/photomng/imgpath/201804/30/e9bb5dcd-ee01-466d-8c20-33025837122e.jpg,,,제주호텔 비앤비는 제주국제공항과는 2.5km 바오젠거리는 300m. 신라및 롯데 면세점 인근에 위치 해 있어공항 이동 및 쇼핑을 편리하게 즐길 수 있다.또한 삼무공원 바로 옆 주택가에 위치하하여조용한 휴식을 취하기에 충분하다.​​​​한식 세미뷔페 형식의 정갈한 조식 서비스로 고객님들의 든든한 아침을 책임지고 있다.2017년 3월 새롭게 리모델링하여 청결한 시설을 이용할 수 있다.
3041,비오하우스,제주특별자치도 제주시 구좌읍 월정리 567-1,,,,,https://api.visitjeju.net/photomng/imgpath/201804/30/ef16246a-ed6c-4556-b368-b52089c7f3d0.jpg,,,비오하우스는 에메랄드빛 월정리 해변가 인근에 위치 해 있다.여행에서 빠질 수 없는 바베큐 파티 !펜션지기가 직접 숯을 피워주기 때문에 쉽게 바베큐 파티를 즐길 수 있다.​​​​​​​​​​
3042,비울채울펜션,제주특별자치도 서귀포시 토평동 353,,070-8900-3000,,,https://api.visitjeju.net/photomng/imgpath/201804/30/e411c25f-4897-40d3-9350-ce8849beb974.jpg,,,​수영장 이용시간은 오전10시부터 일몰전까지입니다. 또한 스파도 제공하고 있습니다.투숙객은 이용요금 무료이며바베큐 이용시간은 2시간이며 이용 요금은 4인기준 2만원입니다.또한미니포켓볼 미니탁구 미니축구 다트 보드게임 등을 제공합니다.주변 관광지로는 쇠소깍과 정방폭포 이중섭 박물관 등이 있습니다.​​​​​​​​​
3043,비자낭달집,제주특별자치도 제주시 구좌읍 평대리 3240-7,,070-8801-2279,,,https://api.visitjeju.net/photomng/imgpath/201805/23/cf726b8d-bcaf-4aef-8379-fc744e2a20bb.jpg,,,​​​천년의 숲 비자림이 걸어서 10분 평대리해수욕장이 차로 8분 거리에 있어요.다랑쉬오름 용눈이오름 등 유명한 제주오름이 주변 가까이 있어서 오름여행 숙소로 최고입니다.숙소에서 바라보는 일몰은 주변 오름과 더불어 최고의 자랑거리입니다.제주 최고의 힐링장소인 비자림의 아침을 늘 만나는 비자낭달집에 초대합니다.​​​
3044,비지터게스트하우스,제주특별자치도 제주시 이도1동 1349-24,,064-755-4860,,연중무휴,https://api.visitjeju.net/photomng/imgpath/201804/30/b40c7376-b2c0-4900-9524-12355d37f923.jpg,,,​제주시 중앙에 위치하여 교통이 편리한 비지터하우스​​​​​​​비지터게스트하우스는 약 50년 전 문을 연 숙박업체 ‘대성장’이라는 제주 최초 장급여관을 6개월에 걸쳐 리모델링 후 오픈했다.제주 원도심에 위치하였으며 제주공항에서 차량으로 약 10분이 소요된다.총 객실은 23개로 2인실인 트윈룸과 더블룸 3인실 트리플룸 도미토리 4인실 6인실 가족룸 싱글룸으로 구성되어 있고 개인 사물함이 구비되어 있다.​​​​​​​제주도 명소 중에 한 곳인 제주 동문시장이 인접해 있고 제주 흑돼지 거리 국수 문화의 거리 횟집거리 부근에 위치해 있다.주변 올레길 코스로는 제주올레 17코스와 제주올레 18코스가 있다.​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​
3045,비치조아,제주도 제주시 삼양일동 1622,,064-757-8200,,,https://api.visitjeju.net/photomng/imgpath/201804/30/8a1a4248-36fa-4640-b7d5-84e4c9b05625.gif,,,제주시내 중심가에서 차로 20분거리에 위치하고 있으며전 객실에서 삼양해수욕장이 전망되는팬션이다.팬션앞에는 올레쉼터와 야외데크 및 바베큐 시설이 있으며라이트하우스라는 카페 겸 레스토랑을 함께하고 있다.
3046,비파민박,제주특별자치도 제주시 한림읍 협재리 1571,,010-7408-4884,,,https://api.visitjeju.net/photomng/imgpath/201804/30/59971deb-9f64-478c-8400-83582c632b3d.jpg,,,​​기준인원 초과요금: 1인에 한하여 3만원의 추가요금이 발생합니다. 미성년자는 이용하실 수 없습니다. 칫솔과 면도기는 개인이 준비하셔야합니다.​
3047,빌라배알로,제주특별자치도 서귀포시 성산읍 고성리 590-2,,010-2823-0506,,연중무휴,https://api.visitjeju.net/photomng/imgpath/201804/30/683e15bc-5f7c-48a3-a74d-d0fe4253a8af.jpg,,,​각종 편의시설이 잘 갖추어져 있는 제주의 돌집을 개조한 독특한 펜션배알로는 80년 된 제주의 돌집을 개조한 20평형대 주택으로 집 전체를 대여할 수 있는 독채펜션이다.안채는 펜션으로 이용하며 바깥채에서는 카페를 운영하고 있다.성산읍 고성리의 시골 마을 안에 위치하고 있으며 돌담으로 된 울타리와 함께 마당에는 정원이 있다.각종 주방용품이 갖추어져 있어 간단한 취사가 가능하고 공용 세탁공간이 마련되어 있다.​​​​​​​도보로 1분 거리에는 신양리해변이 위치해 있다.​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​
3048,빌로우비치호텔,제주특별자치도 제주시 곽지1길 23,,064-799-2345,,체크인 14시 / 체크아웃 12시(성수기 11시),https://api.visitjeju.net/photomng/imgpath/201804/30/46e52c25-2b1a-4aa0-9d97-9a0a3ded4b6b.jpg,,,빌로우비치 호텔은 제주국제공항에서차로 약 1시간 거리에 자리하고 있다.주변의 관광 명소로는 용천수 노천탕으로 유명한 곽지과물해변이 걸어서 3분 거리에 있으며이호테우 해변과 국내 최대 차 종합 전시관인 오설록 티 뮤지엄이 차로 35분 거리에 위치해 있다.또한 제주도를 대표하는명소인 한라산까지 차로 1시간이 소요된다.​곽지해수욕장 바로 앞에 위치한 빌로우비치호텔.​무료 와이파이(Wi-Fi)를 제공하며 뿐만 아니라 물품 보관소 옥상 정원 24시간 리셉션도 완비되어 있다.모닝콜 서비스 게스트 라운지 24시간 경비시설 외에도 다양한 서비스를 경험하실 수 있다.무료 구내 전용 주차장도 이용할 수 있으며 모든 객실에는 에어컨 시설냉장고 미니 바 등이 구비되어 있다.​​
3049,뿌리게스트하우스,제주특별자치도 제주시 한경면 용수리 3047-3,,070-4113-4333,,연중무휴,https://api.visitjeju.net/photomng/imgpath/201804/30/4c9607b8-9137-4d3d-b143-cbc0ff42f3cb.jpg,,,​주인과 손님의 경계가 없는 자유로운 게스트하우스뿌리 게스트하우스의 주인장은 ‘스님’이라고 불리며 게스트들과 소통한다.또한 게스트들도 별명을 붙여 부르며 유쾌함을 준다.주인장과 스텝들이 게스트들과 함께 어울려 시간을 보내며 주인 손님할 것 없이 즐거운 시간을 보내고입실 퇴실 시간이 자유롭고 식사시간이 따로 없어 오픈된 주방에서 각자 음식을 해 먹을 수 있으며주방에 있는 라면을 마음껏 먹는 등 규율이 자유로운 곳이다.​​​뿌리 게스트하우스는 제주시 용수 교차로 길목에 위치해 일주 서로로 다니는 버스 정류장과 3분도 채 걸리지 않아대중교통을 이용하는 관광객에게 좋은 위치에 자리 잡았다.또한 제주 올레 13코스 시작점인 용수 포구 근처에 위치하여 올레길 걷기에 제격인 위치로​​​​​​​올레길 관광객이 많이 묵는 곳이라 서로 올레길에 대한 정보를 공유할 수 있다.​​
3050,쁘띠제주빅터펜션,제주특별자치도 제주시 도두2동 713-3,,,,여름성수기 : 7월22일~8월21일,https://api.visitjeju.net/photomng/imgpath/201804/30/e3acba46-7cce-4e57-92d5-babeb122fe81.png,,,​쁘띠제주빅터펜션은 공항에 인접해 있어 제주를 처음 찾는 분들도 편리하게 이동 가능하시며전 객실 오션뷰로 바다 조망이 가능하다.​제주시 용담 해안도로 드라이브 코스에 자리 잡아 최고의 전망과 운치를 자랑한다.전 객실에서는 목과 허리가 편안한 고급 침구로 피로를 푸는 데 도움을 준다.특급바다전망을 시원한 통유리를 통해 보면 마치 바다 위에 크루즈여행을 하는 듯한착각을 불러일으킨다.
3051,사계여행민박,제주특별자치도 서귀포시 안덕면 산방로 262,,064-792-4466,,연중무휴,https://api.visitjeju.net/photomng/imgpath/201804/30/a0a5436f-1fa8-4a75-90ff-69d590dd2bec.jpg,,,​​ 민박 마당앞에 버스 정류소가 있어 올레 시작과 귀가가 완전 해결​
3052,사랑이꽃피는민박,제주특별자치도 제주시 구좌읍 김녕리 1217-1,,010-3912-4504,,,https://api.visitjeju.net/photomng/imgpath/201804/30/d484a9a6-c690-4243-b4d0-759295ff4f68.gif,,,김녕 월정 지질트레일 코스의 출발지점과 가까운 곳에 위치해 있다.합리적인 가격에 필요한 것들은 모두 구비되어 있어 경제적이다.2015 지오페스티벌에서 지오하우스상의 대상을 수상한 곳이기도 하다.주변 관광지로는 김녕해수욕장 등이 있다.
3053,사랑터울,제주도 제주시 용담삼동 1170-1,,064-742-7360,,,https://api.visitjeju.net/photomng/imgpath/201804/30/8650f489-fdd9-4ae3-8bb6-77586d9d2677.jpg,,,​ 제주 사랑터울 펜션은 제주 국제공항으로부터 5분 거리에 위치해있으며 용담해안도로 한가운데 위치하고 있습니다.부대시설로는 바베큐시설이 있으며 재료를 사오시면 바베큐를 구워먹을 수 있습니다.펜션 앞바다에서 바다낚시를 할 수 있도록 알선해드립니다.​​​​​​​​​
3054,사면초가펜션,제주특별자치도 제주시 한경면 판포리 1968,,010-3698-9323,,연중 무휴,https://api.visitjeju.net/photomng/imgpath/201804/30/f26ed0d8-4c45-4728-9fda-6b032f070b5a.jpg,,,​​​​제주시 서부지역 한경면 판포리에 위치한 사면초가펜션입니다.넓은 정원과 제주의 옛 멋을 간직한 건축물로 네츄럴과 모던의 조화로 실내를 단장하여 게스트분들을 위한 멋진 공간입니다.제주의 정취를 그대로 느낄수 있는 넓은 정원에는 과실수와 동백나무 등 잔디밭을 조성하여 앉아서 휴식을 취할수 있는 공간도 있습니다.둥근지붕을 하고 있는 사면초가펜션은 초가지붕을 모티브로하여 외관을 멋스럽게 만들었으며 돌집을 리모델링한 스파욕실이 자랑입니다.실내공간에는 서까래 천정과 제주자연석으로 파티션을 만들었고 주방 거실 침실을 만들어 네츄럴한 분위기를 만들었으며욕실공간에는 모던스타일로 현대적인 감각으로 여성분들의 취향을 저격하도록 노력하였습니다.주방 데크 옥상데크 잔디밭데크 여러곳에서 휴식을 취할수 있도록 만들었으며 대형스파욕조로 여행의 피로를 풀수있도록 준비하였습니다.​​​​​​​침실에는 80인치 빔프로젝트를 설치하여 즐길거리를 더하였습니다.
3055,사차원게스트하우스,제주특별자치도 제주시 구좌읍 덕천리 120,,010-5880-0414,,연중무휴,https://api.visitjeju.net/photomng/imgpath/201804/30/9ded625b-3b0d-453b-b193-11840ac0cf3c.jpg,,,​밤마다 모닥불이 피어오르는 따뜻한 힐링 플레이스제주시 동쪽 구좌읍에 위치한 사차원 게스트하우스는 비수기인10월부터 5월까지를 제외하고 소등시간에 제한이 없는 게스트하우스이다.오후 5시 30분에서 오후 6시 사이에는 만장굴 입구역 또는 김녕초등학교에서 픽업 서비스가 가능하다.​이곳은 가정집을 개조해 만든 곳이고 본관과 별관으로 나누어져 있다.본관은 남성 전용 6인 실과 여성 전용 4인실 2인실의 별관으로 이루어져 있다.숙박을 할 수 있는 건물 옆에는 실내에서 휴식이 가능한 별관과 모닥불을 피울 수 있는 야외 휴게실이 있다.​​​​​​​​​
3056,사쿠라모텔,제주시 원노형 6길 18,,064-711-2368,,연중무휴,https://api.visitjeju.net/photomng/imgpath/201804/30/22cca93c-06de-4b19-99c8-a75a30227ce7.jpg,,,신제주 도심에 위치해있으며 홈페이지를 통한 온라인예약이 가능하다.도심 내에 위치하고 있어 다양한 편의시설을 이용할 수 있으며한라수목원 이호테우해변 도두항 제주민속오일장 등관광지로의 이동도 용이하다.​​
3057,산과바다사이,제주도 제주시 조천읍 대흘리 1131,,064-782-6002,,,https://api.visitjeju.net/photomng/imgpath/201804/30/98bb913a-1b68-4f71-963d-523bb484e529.jpg,,,SM3 아반테XD 라세티 SM520 뉴EF소나타 LPG 카니발 트라제 * 전차종 특별할인 적용하여 부담없는 가격으로 제공해 드리겠습니다.​​
3058,산방산에펜션,제주특별자치도 서귀포시 안덕면 사계리 1125-1,,064-794-3100,,,https://api.visitjeju.net/photomng/imgpath/201804/30/bd2f2097-a77c-4fb3-bf10-f83b11bb20bb.jpg,,,​천혜의 자연 제주에서 휴식을 느낄 수 있는 펜션산방에펜션은 서귀포시 안덕면 사계리에 위치한 펜션이다.객실은 원룸 A 원룸 B C Type D Type 4개의 객실로 구성되어 있다.부대시설로는 바비큐장 세탁실 휴게실 야외데크 어린이 놀이터 체험농장이 있다.삼다수 2L 1병이 무료로 제공되고 휴게실에 비치된 커피믹스도 무료로 제공된다.세탁실을 세제를 포함하여 무료로 이용할 수도 있으며산방산 탄산 온천 30% 할인권도 증정된다.주변에는 산방산 송악산 산방산 탄산온천 용머리 해안 중문 관광단지 마라도 화순금모래해변 등의 관광지가 있다.​​​​​​​​​​
3059,산호상점&하우스,제주특별자치도 제주시 구좌읍 김녕리 2464,,(+82)-782-7320,,연중무휴,https://api.visitjeju.net/photomng/imgpath/201804/30/43172d5b-a8e9-41a7-b979-32d255920430.jpg,,,​김녕리 해녀마을에서 주민들의 일상을 느껴볼 수 있는 기회김녕리 해녀마을 안에 있는 산호하우스에서는 제주도 옛 농가의 모습인 돌집에서의 하루를 체험해 볼 수 있고민가와 가까워 주민들의 일상도 느껴볼 수 있다.독채형으로 지어져 단독 공간에서 편하게 휴식을 취할 수 있는 곳이다.침대 시트와 베개 커버가 매일 교체되어 깨끗하며 계절에 맞게 침구류에 약간씩 변화를 주기도 한다.​​객실은 침실이 하나로 4인 가족 기준으로 되어있으며 최대 성인 2명 아이 2명이 숙박 가능하다.내부는 방 1개 화장실 1개 부엌을 포함한 넓은 거실로 구성되어 있다.마당을 지나면 산호 상점이 있다. 에코백 엽서를 비롯해 다양하고 아기자기한 소품들이 진열되어 있다.​​​​​​​​​​​​​​​​
3060,삼다펜션,제주특별자치도 제주시 용담3동 2383-1,,,,,https://api.visitjeju.net/photomng/imgpath/201804/30/e8de90f0-4d27-4ebd-9f62-e32994497e4f.png,,,​​​삼다호텔은 제주국제공항에서 5~7분 정도 떨어진 용담해안도로에 위치 해 있다.제주해안도로 최고의 전경을 볼 수 있을 뿐만아니라 해안도로에서 산책도 가능하다.
3061,삼보민박,제주특별자치도 제주시 한림읍 명월성로 627,,064-772-0797,,연중무휴,https://api.visitjeju.net/photomng/imgpath/201804/30/d898b7c6-729c-432f-bbf2-a66f14340647.jpg,,,성인 1인 추가시 1인당 2만원의 추가요금이 있습니다. 주변관광지로는 제주선인장마을 아홉굿마을 생각하는 정원 저지문화예술인 마을 등이 있습니다.
3062,삼해인관광호텔,제주도 제주시 연동 260-9,,(+82)-742-7775,,,https://api.visitjeju.net/photomng/imgpath/201804/30/c574f68b-05b7-4121-8a34-99036fefbd3b.jpg,,,제주공항에서 10분거리에 위치하고 있는 제주시내 중심가에 위치한 호텔이다.고객 취향에 따른 다양한 스타일의 객실을 제공하고 있으며패밀리형 다기능 객실 커넥팅룸은 삼해인호텔만이 보유한 객실이다.모던한 분위기와 품격있는 로비 편리한 고객전용 주차시설을 보유하고 있는 것이 장점이다.도심에 위치해 도보 1분이내거리에 바오젠거리 식당가 등의편의시설을 갖추고 있다.
3063,새벽별 펜션,제주특별자치도 서귀포시 신산중앙로 5-12,,064-784-3699,,연중무휴,https://api.visitjeju.net/photomng/imgpath/201804/30/2048709b-a307-42e6-b4e6-cffdb936e533.jpg,,,새벽별 펜션은 2015년 8월 신축 펜션으로 성산 일주동로에 가까이 위치해 있으며 펜션 어디에서나 바다를 쉽게 보실 수 있습니다.​​​​​​​객실은 6평 원룸 1개 10평 원룸 2개 15평 독채 1개로 이루어져 있습니다.
3064,샤론의 집 펜션,제주특별자치도 서귀포시 성산읍 금백조로 131번길 177-1,,010-8676-5948,,연중무휴,https://api.visitjeju.net/photomng/imgpath/201804/30/563b7ca6-c551-4b09-9efc-fd18f02d965a.jpg,,,반려동물 동반시 1마리당 1만원의 추가요금이 발생합니다. 5세미만 어린이는 1명은 무료이나 2명부터 유료 인원에 추가 됩니다.
3065,서귀포귤림성,제주특별자치도 서귀포시 호근동 569-2,#우수관광사업체,064-739-3331,,,https://api.visitjeju.net/photomng/imgpath/201804/30/b06d878a-98d1-4631-9728-3e0688faeb65.jpg,,,​​ 1만여평의 대지에 제주의 야생화와 석부작을 테마로 조성 된 공원과 친환경 원목 펜션은 복잡한 도심을 떠나 진정한 휴식을 얻고자 하는 여러분께 다정한 힐링의 시간을 선사합니다.​
3066,서귀포시달빛게스트하우스,제주특별자치도 서귀포시 서호로 47 달빛게스트하우스 (서호동),,010-7306-1012,,연중무휴,https://api.visitjeju.net/photomng/imgpath/201804/30/d79df529-8d4b-4938-9797-d9a1aa0612be.jpg,,,​​조용한 마을에 있는 게스트하우스라 동네이웃과 다른 게스트를 위해바베큐와 취사는 금지하고 있다.아름다운 올레 7-1코스가 대문 앞으로 지나고마당에서 서귀포 앞바다가 훤히 보여 제주의 아름다움을 느낄 수 있다.하우스 뒤뜰에는 둥근 오름인 고근산이 있고그 옆 가까이엔 엉또폭포가 있고 솜반내라는계곡도 있어 바다 산 계곡을 한 곳에서 체험할 수 있다.​​
3067,서귀포오소록민박,제주특별자치도 서귀포시 동홍북로 51번길24,,010-5691-3046,,연중무휴,https://api.visitjeju.net/photomng/imgpath/201804/30/f90b710e-e141-4f78-b562-8d2de11d5177.jpg,,,가족형 민박 / 단체민박(20명기준) 모두 가능한 민박입니다. 1일 대여 - 30만원(20명기준 비수기)
3068,서귀포통나무집,제주도 서귀포시 보목동 425,,064-732-6747,,,https://api.visitjeju.net/photomng/imgpath/201804/30/18538b41-9866-4461-901f-ab4060b7ca5a.jpg,,,서귀포 중심가에서 가까운 보목마을에 위치하고 있다.보목마을은 해양수산부 선정 전국에서 가장 아름다운 마을이다.고급 화초수목과 진귀한 제주수석들로 가꾸어져 있으며객실은 통나무 목재 골조와 나무벽체 황토바닥으로 마감되어 있어 자연친화적이다.주변에는 소천지 쇠소깍 정방폭포천지연폭포 새연교 외돌개 등이 있어여행하기에도 좋다.
3069,서머셋 제주신화월드 호텔앤리조트,제주특별자치도 서귀포시 안덕면 서광리 2518,,1670-8800,,탐모라 수영장  탐모라 피트니스 탐모라 찜질방 (유료- 성인 15000원 | 소인 10000원 / 투숙객- 성인 10000원 | 소인 7000원),https://api.visitjeju.net/photomng/imgpath/201903/06/c5466b93-4db4-415f-95c3-57932cfdafc6.jpg,,,
3070,선스토리,제주특별자치도 서귀포시 표선면 표선리 1160-1,,070-8635-1256,,연중무휴,https://api.visitjeju.net/photomng/imgpath/201804/30/745cf761-1a39-458e-80da-0d5f5cba4ef5.jpg,,,​​-기준인원 초과요금: 연령과 관계없이 1인당 10000원 / 객실 안에 취사도구가 비치되어 있지 않습니다.-주변관광지로는 제주민속촌 표선해비치해변 제주 허브동산 등이 있습니다.​​ ​ ​ ​
3071,성게돌 펜션 ,제주특별자치도 서귀포시 하효동 1298,,010-4353-2006,,오후10시 이후 입실하실 경우 미리 연락요망.,https://api.visitjeju.net/photomng/imgpath/201808/02/e5b23e3d-fb2a-499f-bc4e-348b32620902.JPG,,,쇠소깍과 하효쇠소깍해수욕장 인근에 위치한 펜션.성게돌 펜션의 객실 타입은 바다뷰와 한라산뷰가 있으며 9평형 11평형 40평형이 준비되어 있다.객실 내 세탁 및 취사시설 등이 갖춰져 있고 반려동물과 함께 할 수 있다.인근에 하효항이 있어 펜션에 미리 문의하면 장비 대여 서비스를 이용해 낚시를 즐길 수 있다.
