인덱스,이름,주소,#태그,전화번호,홈페이지,운영시간/휴무일,이미지,입장료,주차시설,소개
1659,右水营观光地（우수영관광지）,全罗南道海南郡门内面观光休闲路12전라남도 해남군 문내면 관광레저로 12,##한국#관광지#관광명소#여행지,右水营观光地管理事务所 +82-61-530-5541,http://tour.haenam.go.kr,,http://tong.visitkorea.or.kr/cms/resource/48/2367448_image2_1.jpg,,,
1660,菀岛树木园(완도수목원),全罗南道莞岛郡郡外面青海镇北路88号街156전라남도 완도군 군외면 초평1길 156,##한국#관광지#관광명소#여행지,菀岛树木园 82-61-552-1544,www.wando-arboretum.go.kr,,http://tong.visitkorea.or.kr/cms/resource/86/214386_image2_1.jpg,,,
1661,可居岛(小黑山岛)가거도(소흑산도),全罗南道新安郡黑山面可居岛路38-2(黑山面)전라남도 신안군 흑산면 가거도길 38-2 (흑산면),##한국#관광지#관광명소#여행지,+82-61-240-8620,,,http://tong.visitkorea.or.kr/cms/resource/35/1571735_image2_1.jpg,,,      韩国领土的纯净之地，可居岛      可居岛位于韩国领土的最西南端，有人用“在可居岛上可以听到中国清晨的鸡鸣”来形容其地理位置与中国之近，可居岛以高大的山体与壮观的绝壁而著称。岛上的犊实山海拔639米，充满了神秘的气息，可居岛之名带有“适合居住的小岛”之意。此外，由于可居岛拥有一望无垠的海路，若想看到大陆着实困难，因此也有人以其名字的韩语发音做文章，将其诠释为“如果走了就不要回来”之意。      因为岛中盛产鳀鱼、黄花鱼、金枪鱼、刀鱼等鱼类，故而每年都会有很多钓鱼爱好者到访这里。此外这里还是燕子、海燕、绿翅鸭等珍贵候鸟的乐园。休息日 年中无休徒步路线 可居岛探访路 第一区间(打开天空之路) : 浮木 - 第一地堡 - 第二地堡 - 鸟开岭(音) 第二区间(看见仙女之泪) : 鸟开岭(音) - 会龙山 - 1区村庄 第三区间(走在天际，行在山顶) : 第一地堡 - 三岔口 - 犊实山 第四区间(原始森林的奇幻之旅) : 犊实山 - 可居岛灯塔 第五区间 (海林相会之路) : 可居岛灯塔- 3区村庄 - 三岔口 第六区间(韩国最西南端的探访之路) : 2区村庄 - 可居岛灯塔 第七区间(视野开阔，风景秀丽的探访路) : 犊实山 - 2区村庄外景地信息KBS2“Happy Sunday”、“两天一夜”外景地入场费 免费可用设施 送年邮筒、可居岛灯塔、住宿、餐厅等卫生间 有宠物同行 不可以
1662,国立罗州博物馆(국립나주박물관),全罗南道罗州市潘南面古坟路747国立罗州博物馆전라남도 나주시 반남면 고분로 747,##한국#관광지#관광명소#여행지,国立罗州博物馆 82-61-330-7800,,,http://tong.visitkorea.or.kr/cms/resource/20/1906720_image2_1.jpg,,,      国立罗州博物馆是为保存和展示荣山江流域一带考古资料，作为收藏保管湖南地域发掘出的文化财的保管仓库而建立。      作为国立博物馆中首家隐于田园之间的罗州博物馆为忙碌的现代人提供了一个慢节奏的休息空间。另外还兼具历史公园的作用。      国立罗州博物馆是一个将尖端技术导入、嫁接至文化领域的文化空间。在国内博物馆中首家导入NFC接触式无线通信技术来进行展示指南，在整个展示馆中游客通过智能手机即可接收到展示指南，并能通过SNS进行实时双向沟通。      馆内6处收藏仓库中2处为设置了大型观览窗，让游客能够直接看到收藏品的开放式仓库。并扩大了体验展示空间和开放博物馆楼顶的天台庭院，让游客们可以生动的感受和体验博物馆。      国立罗州博物馆致力打造自然和遗迹，尖端技术相结合的21世纪型博物馆，期待大家的光临。  
1663,荣山江영산강,全罗南道潭阳郡水北面开东singi路전라남도 담양군 수북면 개동신기길,##한국#관광지#관광명소#여행지,潭阳观光资讯中心 +82-61-380-2820 ,,,http://tong.visitkorea.or.kr/cms/resource/49/1606849_image2_1.jpg,,,
1664,珍岛郡珍岛犬진도군 진도개,全罗南道珍岛郡珍岛邑Seongjukgolgil35전라남도 진도군 진도읍 성죽골길 35 (진도읍),##한국#관광지#관광명소#여행지,珍岛犬事业所 82-61-544-2182,dog.jindo.go.kr,,http://tong.visitkorea.or.kr/cms/resource/21/1905621_image2_1.JPG,,,       韩国代表珍岛犬因品种优良、敏捷、听觉与嗅觉灵敏、看家本领好、对主人忠诚度高，是世界级名犬之一。得到世界畜犬联盟与英国爱犬俱乐部认证，游客可在珍岛畜产事业所饲育场参观体验。        * 珍岛犬故事 1993年10月5岁大的珍岛犬被卖给大田的爱狗人士，但因无法忘记前主人，因此历经7个月走了8百里路回到前主人珍岛郡义新面敦地村朴福旦奶奶身边，让全国国民讶异不已，之后在主人精心照料下怀孕，又再次成为话题。归来的白九在主人细心照顾下，于2000年6月12岁的年纪离世。敦地村的居民们在村落广场伫立铜像与碑石缅怀白九，其后代子孙现于珍岛郡珍岛犬畜产事业所内接受保护与照顾。        * 珍岛犬畜产事业所 珍岛犬畜产事业所拥有办公室、宣传室、医护室、研究室、饲育场、训练场等设施，进行DNA分析、基本体型测定、珍岛犬骨格研究、珍岛犬品评会、珍岛犬审查防疫等基板研究事业，并可看到由专门训练师训练珍岛犬的过程。透过海外普及，获得世界级爱犬团体英国爱犬俱乐部官方认证，奠定珍岛犬成为世纪级名犬的地位。        * 珍岛犬全国品评会 珍岛犬全国品评会是每年在珍岛犬的故乡珍岛举办由全国爱狗人士们参与的庆典。珍岛犬品评会包含珍岛犬的审查在内，还有猎犬大会、与狗赛跑、珍岛犬写真展、民俗公演等丰富活动，珍岛郡为宣传珍岛犬，并扩大优秀的珍岛犬普及化，而于珍岛阿里郎庆典(每年11月初)期间举办全国品评会。
1665,顺天站(순천역),全罗南道顺天市八马路135(德岩洞)전라남도 순천시 팔마로 135 (덕암동),##한국#관광지#관광명소#여행지,www.letskorail.com(Korean English Japanese Chinese) ,,,http://tong.visitkorea.or.kr/cms/resource/68/2436068_image2_1.jpg,,,      素有“三山二水小江南”之称的顺天其名源于百济后期朴英规和金冲两位将军顺应天意归降于高丽的故事。顺天站则是取于当地地名，在1930年10月25日开始投入使用。为迎接2012年丽水海洋博览会和2013年顺天国际庭园博览会的召开，顺天站于2009年12月22日移至新站址，成为东部陆军的交通要塞。信息提供 韩国铁路公社KORAIL
1666,木浦站(목포역),全罗南道木浦市灵山路98(湖南洞)전라남도 목포시 영산로 98 (호남동),##한국#관광지#관광명소#여행지,KORAIL http://www.letskorail.com (韩、英、日、中),,,http://tong.visitkorea.or.kr/cms/resource/61/2396261_image2_1.jpg,,,      木浦站位于全罗南道木浦市湖南洞，隶属于KORAIL光州本部。1953年5月15日，木浦站作为湖南线的起/终点站开通运营，KTX、无穷花、新村号等列车均在此经停，主要承担着运载旅客、货物及发售车票的业务。便利设施 便利店、书店、咖啡厅等卫生间设施 有信息提供 韩国铁道公社KORAIL
1667,Blanco海滩블랑코비치,全罗南道海南郡花源面sia路552전라남도 해남군 화원면 시아로 552 (화원면),##한국#관광지#관광명소#여행지,82-61-240-1500,oceanoresort.co.kr,,http://tong.visitkorea.or.kr/cms/resource/01/1920501_image2_1.jpg,,,      作为东亚最大的人工海水浴场的Blanco海滩位于全罗南道花源面花源景区，Blanco在西班牙语中指的是“洁白“之意，用来形容当地沙滩洁白干净。      运用水中坝的技术将海水进行分离，并在靠近海岸的地区修建出来的人工海滩，游客在此可以24小时自由游泳，海滩开业之际，还会举行沙滩足球、排球等各类体育活动，香蕉船等海上竞技娱乐设施也准备齐全，喜欢钓鱼的游客还能在此海钓以及赤手抓鱼。      另外，海滩周边修建有大型公园、度假村、蒙古帐篷供游人在此休闲养生。
1668,金钱山(금전산),全罗南道順天市乐安面上松里一带전라남도 순천시 낙안면 상송리,##한국#관광지#관광명소#여행지,顺川观光振兴科 +82-61-749-5501,http://www.suncheon.go.kr/tour/famous/0002/?cultsId=TOUR_000000000000111,,http://tong.visitkorea.or.kr/cms/resource/69/1784469_image2_1.jpg,,,
1669,顺天支石墓公园(순천 고인돌 공원),全罗南道顺天市松光面支石墓路543(松光面)전라남도 순천시 송광면 고인돌길 543 (송광면),##한국#관광지#관광명소#여행지,顺天市观光咨询茶山话务中心 +82-1577-2013,http://www.dolmenpark.kr,,http://tong.visitkorea.or.kr/cms/resource/39/1607839_image2_1.jpg,,,      顺天市与昇州郡合并后面积大增，这里汇聚了曹溪山道立公园、松广寺、仙岩寺、乐安邑城民俗村、大垈浦口芦苇田等景点，深受游客的喜爱。      沿松广面住岩湖畔所形成的支石墓公园是将因住岩水库的建设(1984-1991年)而即将被水淹没的先史遗迹区转移复原后建造的园区。即将被水淹没的地区指的是蟾津江的支流，即宝成江流经的顺天、宝城、和顺三个郡内的9个面和49个里。为保护分布在这一地区的众多文化遗迹，经调查挖掘，目前发现了4处旧石器时代遗迹、4处群居部落(200栋)、24处支石墓(400座)、1处白瓷窑址和4处立岩。      为将其中最具代表性的支石墓群进行转移和复原，以便为后世子孙提供了解历史的场所、为市民提供休闲的空间，特在18000多坪的广阔土地上建造了这座支石墓公园。园内设有展示着140多座支石墓、6栋先史时代窝棚、1栋旧石器时代房屋、5座南北支石墓模型、烛台、立岩的户外展区以及展示支石墓出土遗物的遗物展馆、展示全南地区各时代墓地形态变迁影像及历史资料的展馆。该公园目前被指定为全罗南道第154号文化财资料。指定 [住岩坝支石墓群] 全罗南道文化财资料第154号(1987.06.01指定)休息日 年中无休旅游路线信息路线一(驾车时) : 龙安村→溪谷→桐华寺(25分钟) 路线二(驾车时) : 曲川村→支石墓公园(20分钟) 利用时间 售票时间 : 09:00 ~ 17:00 观览时间 : 09:00 ~ 18:00 
1670,月出山温泉(월출산온천),全罗南道灵光郡郡西面马韩路331(郡西面)전라남도 영암군 군서면 마한로 331 (군서면),##한국#관광지#관광명소#여행지,+82-61-473-6311,http://www.wolchulspa.co.kr,,http://tong.visitkorea.or.kr/cms/resource/15/1009315_image2_1.jpg,,,      月出山温泉一带的山石主要成分为麦饭石，因此这里也被称为麦饭石温泉。麦饭石有吸附、净化有害物质的功效，对恢复疲劳有显著功效。月出山温泉中的按摩浴汤非常出名，热水中含有丰富的气泡，通过水中气泡按摩，可舒缓人们紧绷的关节。休息日 年中无休利用时间 温泉 06:00~20:00停车设施 可以停车入场费 成人 6000韩元 / 儿童 4000韩元敬老及残疾人 5000韩元早间温泉 4000韩元(平日09:00之前入场的顾客)团体 5000韩元(30人以上)可用设施 * 温泉设施 1) 温泉汤的种类 - 水中按摩汤、北极汤2) 桑拿 - 芬兰桑拿(干式)、艾蒿桑拿(湿式)、雾桑拿 * 住宿设施卫生间 有停车费 免费韩语信息服务提供韩语咨询服务宠物同行 不可以
1671,BoHae梅子农园보해매실농원,全罗南道海南郡山二面裕德路125-89전라남도 해남군 산이면 예덕길 125-89 (산이면),##한국#관광지#관광명소#여행지,82-61-243-3141, http://www.bohae.co.kr(Korean only),,http://tong.visitkorea.or.kr/cms/resource/90/214590_image2_1.jpg,,,      原产于中国的四君子中的梅花属于月季科植物，它以高傲的姿态和隐约的香气在无数文学作品中都被拿来作为素材，而梅花的果实(梅子)从古至今便是对人体有益的健康食品。      BoHae农园位于全罗南道海南郡山二面，于1979年创立，是当今韩国国内最大规模的梅子农园，拥有梅花树苗达一万四千五百株。每年三月，梅花绽放之时，整座农园都散发着淡淡的梅花香，白色的花瓣妆点着整座山头，吸引大量的游客前来拍照留念，而BoHae梅子农园每年会在梅花开放之时对外公开，游客不仅还可以于3月~5月在这里购买新鲜的梅子。
1672,木浦文化艺术会馆(목포문화예술회관),全罗南道木浦市南农路102(龙海洞)전라남도 목포시 남농로 102 (용해동),##한국#관광지#관광명소#여행지,文化艺术会馆 会馆演出 +82-61-270-4031文化艺术会馆运营 +82-61-270-8484,,,http://tong.visitkorea.or.kr/cms/resource/91/624491_image2_1.jpg,,,      木浦文化艺术会馆是位于全罗南道木浦市龙海洞的一处文化空间。于1997年7月开馆，占地面积44 100㎡ 建筑总面积 8704㎡，有7个展示馆，2个特别馆，698个坐席的公演场。* 公演区公演场1层(面积2250㎡ /  500席 (残疾人6席))  公演场2层(面积703㎡ / 198席) 音响室 照明室 * 展示区 第1展示室(154.71㎡) 第2展示室(136.19㎡) 第3展示室(106.77㎡) 第4展示室(65.78㎡) 第5展示室(132.89㎡) 第6전시실(208.26㎡) * 办公区(地上1层 3910㎡ )* 露天礼堂使用时间 - 一年365天场所 - 文化艺术会馆户外广场(200坪) 雨天时使用展示厅大厅(80坪)开放时间 各公演有所不同门票 各公演有所不同停车设施 可以停车信息提供 信息提供者 : 木浦文化艺术会馆
1673,丽水客运码头(여수여객터미널),全罗南道丽水市客运码头街17(校洞)전라남도 여수시 여객선터미널길 17 (교동),##한국#관광지#관광명소#여행지,,,,http://tong.visitkorea.or.kr/img/vk/chs/board/noimg.jpg,,,      连接丽水港和周边地区的丽水客运码头位于全罗南道丽水市的校洞，于1982年12月21日建成，2007年5月再次装修。客运码头的候船大厅、停车场等便利设施齐全。停车场 可以停车信息提供 丽水地方海洋港湾厅
1674,韩国茶博物馆(한국차박물관),全罗南道宝成郡宝城邑绿茶路775(宝城邑),##한국#관광지#관광명소#여행지,咨询台 82-61-852-0918,,,http://tong.visitkorea.or.kr/cms/resource/80/2003380_image2_1.jpg,,,
1675,龙泉寺(용천사),全罗南道咸平郡海保面龙泉寺路209전라남도 함평군 해보면 용천사길 209,##한국#관광지#관광명소#여행지,82-61-322-1822,,,http://tong.visitkorea.or.kr/cms/resource/42/1809842_image2_1.jpg,,,      大韩佛教曹溪宗第18教区本寺白羊寺的分支，公元600年百济武王时期创建，由大雄殿台阶下面名为龙泉的泉眼而得名龙泉寺。与645年百济义慈王时期和1275年高丽忠烈王时期，以及朝鲜时代世宗和明宗时期历经数次重修后发展为一所大寺。根据《龙泉寺大雄殿悬板丹青记》的记载全盛期大约有3000名僧侣。1950年韩国战争时龙泉寺被烧毁，后于1964年起重修，今天看到的大雄殿为1966年竣工。 
1676,佛甲寺(불갑사),全罗南道灵光郡佛甲面佛甲寺路450전라남도 영광군 불갑면 불갑사로 450 (불갑면),##한국#관광지#관광명소#여행지,82-61-352-8097,,,http://tong.visitkorea.or.kr/cms/resource/51/189751_image2_1.jpg,,,
1677,务安息营亭(무안 식영정）,全罗南道务安郡梦滩面梨山里전라남도 무안군 몽탄면 호반로 562-15,##한국#관광지#관광명소#여행지,观光文化科061-450-5473,http://tour.muan.go.krhttp://www.cha.go.kr,,http://tong.visitkorea.or.kr/cms/resource/08/189508_image2_1.jpg,,,      *荣山江流域的代表亭子 息营亭(朴树) *      息营亭是闲好林炼(1589~1648)先生于1630年迁入务安后所建的亭子，亭名正如人名一样悠闲自由，传达出一种非常向往随遇而安，自由自爱的感情。      并且此处与荣山江其他景观融入一体，是诗人文豪经常来采风的的地方。来此进行的文学骚客也非常之多，后来在林炼的曾孙林象德(1683~1710)主导下，这里渐渐地变成文学交流的地方。  
1678,万成里黑沙海边만성리 검은모래해변,全罗南道丽水市万成里路15-1전라남도 여수시 만성리길 15-1,##한국#관광지#관광명소#여행지,丽水市厅海洋港湾休闲科+82-61-659-3967~8 万德洞事务+82-61-659-1556,,,http://tong.visitkorea.or.kr/cms/resource/82/1607882_image2_1.jpg,,,      沿着丽水世博会站的海岸公路向北3千米便是万圣里黑沙滩，平均水温25℃，与长540米、宽25米的白沙滩一起组成了最天然的海水浴场。白沙场的黑沙的放射热很高，有助于排汗，对毛细血管的血液循环有很强的帮助作用。患有神经痛和各种富贵病的人有很好的疗效。每年的阴历4月20日(阳历 5月下旬~6月初中旬)效果最为显著，有黑沙热疗园地，海边周边设有良好的便利设施。  * 毛沙金海水浴场在距万成里海水浴场2km有一处景致秀丽，沙子细腻的海边沙滩及石子海边混合的海水浴场。有适宜散步兜风的路线，在夏季受到避暑客及钓鱼爱好者的青睐。
1679,白云山(光阳)백운산(광양),全罗南道光阳市玉龙面，津上面 多鴨面전라남도 광양시 옥룡면  진상면 다압면,##한국#관광지#관광명소#여행지,白云山自然休养林 +82-61-797-2655  光阳市厅山林科 +82-61-797-3423 ,http://bwmt.gwangyang.go.kr,,http://tong.visitkorea.or.kr/cms/resource/40/2394340_image2_1.jpg,,,      韩半岛南端中央耸立的白云山海拔1222.2m，过去时常有凤凰、猪、狐狸出没，因此还被成为神山。位于湖南地区的蟾津江550里水路也绵延到此，江对面则是智异山。山中分布900余种植物，之中不乏许多罕见的珍贵植物。登上顶峰时，可以观赏到雄伟的智异山连着白云山以及闲丽水道形成的美丽连环景色，最近山里的山泉对神经痛、腰痛有很好的治疗功效，前来品尝的游客也络绎不绝。
1680,韩国茶文化公园한국차문화공원,全罗南道宝城郡宝城邑绿茶路775전라남도 보성군 보성읍 녹차로 775,##한국#관광지#관광명소#여행지,韩国茶博物馆 +82-61-852-0918,,,http://tong.visitkorea.or.kr/cms/resource/30/2516330_image2_1.jpg,,,      宝城茶文化公园是一座以每年访客人数高达300万名以上的宝城绿茶园为背景，将宝城的特产茶叶与象征韩国精神的《西便制》宝城之声相结合而建立的主题公园，园内主要设有韩国茶博物馆、声音厅、鼓楼等与茶叶和声音相关的设施。      在韩国茶博物馆中，从茶理论到饮茶体验，均可亲身参与。在韩国茶文化公园内的声音厅和户外舞台处则可欣赏到各种丰富多彩的公演和景点。管理者 宝城郡厅设施管理科停车设施 可以停车(小型车100辆、大型车20辆)卫生间 有韩语信息服务可提供韩语咨询服务(提前预约)韩国人预约信息团体访问需提前预约
1681,顺天市立树大根深博物馆(순천시립 뿌리깊은나무 박물관),全罗南道顺天市乐安面平村3路45전라남도 순천시 낙안면 평촌3길 45,##한국#관광지#관광명소#여행지,顺天市立树大根深博物馆 +82-61-749-8855,,,http://tong.visitkorea.or.kr/cms/resource/10/2367410_image2_1.jpg,,,
1682,顺天奇迹图书馆(순천 기적의도서관),全罗南道顺天市海龙面顺天奇迹图书馆路60号전라남도 순천시 해룡면 기적의도서관길 60,##한국#관광지#관광명소#여행지,顺川奇迹图书馆 +82-61-749-8890 ,,,http://tong.visitkorea.or.kr/img/vk/chs/board/noimg.jpg,,,
1683,地角海洋自然史博物馆(땅끝해양자연사박물관),全罗南道海南郡松旨面中大洞街5-4号(松旨面)전라남도 해남군 송지면 중대동길 5-4,##한국#관광지#관광명소#여행지,地角海洋自然史博物馆 +82-61-535-2110,,,http://tong.visitkorea.or.kr/cms/resource/38/2367438_image2_1.jpg,,,      地角海洋自然史博物馆是一处展示世界贝类、珊瑚类、鱼类、哺乳类、化石类、陆地昆虫类等25000多种，4万余个动植物资料的博物馆。在这里，游客可以体验到自然生态界的神秘，这为培养儿童的观察力、想象力以及了解海洋资源文化提供了宝贵的机会。展示馆介绍 珍稀海洋生物馆、珊瑚馆、世界贝类馆、鲨鱼馆、鲸鱼馆、甲壳类馆、昆虫馆、哺乳类及爬虫类馆主要设施 展示室、现场学习馆洗手间 有开放时间 夏季(3~10月) 09:00~18:00冬季(11~2月) 09:00~17:00※ 结束时间以入场截止时间为准门票 成人 - 个人 3000韩元 / 团体 2500韩元 初/高中生 - 个人 2000韩元 / 团体 1500韩元  儿童(满3岁~小学生) - 个人 1000韩元 / 团体 800韩元  ※ 团体 - 30人以上  ※ 儿童需有保护者同行.预约 ※ 30名以上的团体参观时需提前一周以上预约方可安排文化解说员同行预约电话 +82-61-535-2110韩语咨询服务 提供博物馆解说服务(需提前预约）停车设施 可以停车停车费用 免费信息提供 信息提供者 : 海南地角自然史博物馆/[文/图] 海南郡厅
1684,葛头村(地角村) 갈두마을(땅끝마을),全罗南道海南郡松旨面葛头里전남 해남군 송지면 갈두리,##한국#관광지#관광명소#여행지,观光咨询处 +82-61-532-3883,www.haenam.go.kr,,http://tong.visitkorea.or.kr/cms/resource/92/981992_image2_1.jpg,,,      地角村位于海南郡，这里是韩半岛的最南段。是陆地上距离首尔最远的地方，同时也是三千里锦绣江山的起点和终点。      地角村的正式地名是海南郡松旨面葛头里。一开始是“再也不能走了”之意的“渴水里”，后来因名字对水比较珍贵的村子不好，便改叫“葛头里”。       这里既可以看到日出也可以看到日落，每年举行迎日、送日庆典，展望台上可以看到葛头山烽火台，往下走500多米就可以看到三角形的地角塔。
1685,地角观光地(땅끝관광지),全罗南道海南郡松旨面地角村路42전라남도 해남군 송지면 땅끝마을길 42,##한국#관광지#관광명소#여행지,地角观光地管理事务所 +82-61-530-9324 地角旅游咨询处 +82-61-532-3883 地角展望台 +82-61-530-5544,http://tour.haenam.go.kr,,http://tong.visitkorea.or.kr/cms/resource/36/2367436_image2_1.jpg,,,      位于大海与蓝天交汇处的地角是白头大干南侧向南延伸的地方，它既是白头大干埋于韩半岛海水之中的终点，又可谓是韩半岛诞生的起点。地角是一处充满灵气的地方，据说这里是天门的打开之处，众多的先人和艺术家们都会在此举行神圣的仪式。在地角村中，传闻只要站在地角处，面对大海和蓝天许下心愿，定会心想事成。也正是得于此传说，地角深受韩国国内游客的喜爱，因为它象征着希望的开始，亦是国土巡礼的始发地。此外，地角还是韩国海洋文化的中心枢纽和传播的必经之路。
1686,所安岛소안도,全罗南道莞岛郡所安面榧子2街 38-3전라남도 완도군 소안면 비자2길 38-3,##한국#관광지#관광명소#여행지,所安面事务所文化观光体育 +82-61-550-6541,http://www.wando.go.kr/tour,,http://tong.visitkorea.or.kr/cms/resource/46/2497146_image2_1.jpg,,,      日帝强占时期，所有居民都投身于独立运动的太极旗村庄，所安岛上一年四季都飘扬着太极旗。壬辰倭乱时，同福吴氏与金海金氏从月项里踏入岛上定居。岛上居民气宇勇猛，跟其他地区比起来，较不易受外人侵犯。因为是人们能活到百岁的好地方，所以被称为所安岛。光耀故里的人物有抗日独立斗士宋乃浩先生，文化财则有榧子里贝塚，另有阁氏女传说、小偷岩等口传故事，每年正月都会举办丰鱼庆典。      传言抗日运动当时，岛上许多人被捕入狱，这段痛苦时期内，岛上剩下的居民念着还在大牢里的人们，就算寒冷的冬天也不盖被。岛上还有黄槿(黄色木槿花)街，就算是所安岛上也只生长在月项的黄色木槿花盛开的街道。      所安岛拥有被指定为天然纪念物地第339号与第400号的常绿树林。美罗里常绿树林与孟仙里常绿树林週边的海景非常美丽，不仅拥有茂密的山林，美罗里常绿树林更以海口石出名。附近海岸因海域纯净，很早就开始从事海菜养殖，收入提高不少。另外，这里也是海钓的著名地点，全国各地有不少钓鱼爱好者慕名而来。
1687,天冠山自然休养林(천관산자연휴양림),全罗南道长兴郡冠山邑农安里842-1150号전라남도 장흥군 관산읍 칠관로 842-1150,##한국#관광지#관광명소#여행지,天冠山自然休养林061-867-6974,www.huyang.go.kr,,http://tong.visitkorea.or.kr/cms/resource/47/582847_image2_1.jpg,,,[森林之家 / 联立洞]3人间(13㎡以下) / 淡季(周中) 21000韩元 / 旺季(周末) 39000韩元3~4人间 (16㎡~20㎡) / 淡季(周中) 30000韩元 / 旺季(周末) 50000韩元4人间 (23㎡~26㎡) / 淡季(周中) 37000韩元 / 旺季(周末) 67000韩元5~6人间 (29㎡~35㎡) / 淡季(周中) 46000韩元 / 旺季(周末) 85000韩元6~8人间 (39㎡~46㎡) / 淡季(周中) 58000韩元 / 旺季(周末) 104000韩元8~9人间 (49㎡~56㎡) / 淡季(周中) 69000韩元 / 旺季(周末) 120000韩元10~11人间 (59㎡~66㎡) / 淡季(周中) 70000韩元 / 旺季(周末) 117000韩元12人间 以上 (70㎡ 以上) / 淡季(周中) 90000韩元 / 旺季(周末) 160000韩元※ 1日x1栋 / 入场费 停车费 免费[山林文化休养馆]3人间(13㎡以下) / 淡季(周中) 21000韩元 / 旺季(周末) 39000韩元3~4人间 (16㎡~20㎡) / 淡季(周中) 30000韩元 / 旺季(周末) 50000韩元 4人间 (23㎡~26㎡) / 淡季(周中) 32000韩元 / 旺季(周末) 57000韩元 5~6人间 (29㎡~35㎡) / 淡季(周中) 40000韩元 / 旺季(周末) 73000韩元 6~8人间 (39㎡~46㎡) / 淡季(周中) 50000韩元 / 旺季(周末) 89000韩元 8~9人间 (49㎡~56㎡) / 淡季(周中) 60000韩元 / 旺季(周末) 102000韩元 10~11人间 (59㎡~66㎡) / 淡季(周中) 70000韩元 / 旺季(周末) 115000韩元 12人间 以上 (70㎡ 以上) / 淡季(周中) 90000韩元 / 旺季(周末) 157000韩元※ 1日x1栋 / 入场费 停车费 免费[林中训练场]20人以上~100人以下(1日x1栋) / 70000韩元~620000韩元※ 15:00~익일12:00 / 入场费 停车费 免费[野营设施]露天野营场 2000韩元(1天x1帐篷)露营公园(9㎡ 以下) 4000韩元(1天x1帐篷) 露营公园 (9㎡~13㎡ 以下) 6000韩元(1天x1帐篷) 露营公园 (13㎡ 以上) 7000韩元(1天x1帐篷)黄土地暖 10000韩元(1天x1帐篷)蒙古包 9000韩元(1天x1帐篷)汽车野营场 9000韩元(1天x1帐篷)吊舱 30000韩元(1天x1帐篷)野营车场 80㎡ 以下 / 淡季(周中) 13000韩元 / 旺季(周末) 23000韩元100㎡ / 淡季(周中) 14000韩元 / 旺季(周末) 26000韩元120㎡ 以上 / 淡季(周中) 16000韩元 / 旺季(周末) 28000韩元※ 入场费及停车费另外支付 (2日以上连续使用时，只收一日入场费)※ 汽车露营场 吊舱野营场停车费免费※ 含有电器设施的野营场将追加2000韩元使用费。卫生间 有停车费 轻型1500韩元/中小型3000韩元 / 大型 5000韩元韩国人预约信息网上预约 http://www.huyang.go.kr韩语信息服务可以周边景点 天冠寺(距休养林1.5㎞)、宝林寺(距休养林40㎞)、栗浦海水浴场及水门海水浴场(距休养林40㎞)、茶山草堂(距休养林25㎞)
1688,天冠山文学公园(천관산 문학공원),全南长兴郡大德邑전라남도 장흥군 대덕읍 연지리,##한국#관광지#관광명소#여행지,周中061-860-0224 0380 / 夜间061-863-7071,www.jangheung.go.kr,,http://tong.visitkorea.or.kr/cms/resource/86/494286_image2_1.jpg,,,
1689,天冠寺(长兴) 천관사(장흥),全罗南道长兴郡冠山邑漆馆路1272-473(冠山邑)전라남도 장흥군 관산읍 칠관로 1272-473 (관산읍),##한국#관광지#관광명소#여행지,天冠寺 +82-61-867-2954,http://cafe.daum.net/kkk7773,,http://tong.visitkorea.or.kr/cms/resource/15/1374515_image2_1.jpg,,,
1690,务安回山白莲池(무안회산백련지),全罗南道务安郡一老邑伏龙里전라남도 무안군 일로읍 백련로 333,##한국#관광지#관광명소#여행지,回山白莲池061-285-1323,tour.muan.go.kr,,http://tong.visitkorea.or.kr/cms/resource/56/2399156_image2_1.jpg,,,* 东洋最大的白莲自生地 务安回山白莲池 *      务安回山白莲池位于全罗南道务安郡一老邑伏龙里。整体面积约10万平方米的这个莲花池以东洋最大的白莲自生地而闻名 。日本强占时期，为了确保农业用水，附近村庄的居民们修建了这个水池。但是现在因为荣山江综合开发企划，这里基本丧失了供给农业用水的功能。      看似平凡的莲花池是韩国最大的白莲自生地。位于已故郑寿铜先生的旧居，郑先生在韩国战争结束后的1955年夏天，将孩子们发现的12株莲蓬种在了这里，前一天夜里做梦梦见天上12只仙鹤飞落了这个蓄水池，郑先生尽心协力保护这些白莲，使得这里成为韩国最大的自生公园。*白莲池旅行最好的时节8月 *      务安回山白莲池里的白莲花每年7月到9月绽放，其中白莲花开得最美的8月会举行庆典活动。莲花庆典的活动场本身就是700多坪规模的水生植物自生地，在这里有红莲、睡莲、玉莲、雨久花等各种水生植物。并且还能看到最近面临着灭绝危机的玉莲群。* 佛教重视莲花的作用 *      莲花的原产地是印度。虽然莲花在什么时候通过怎样的途径进入的韩国现在无从知晓，但是韩国也从很早以前就开始栽培莲花。从莲花的种类来看红莲的数量比较多，白莲较少，所以像这里满是白莲的景观就更加罕见。莲花是在浑浊的水中盛开的花朵，佛教中认为莲花这样的精神和佛教的本质教诲是一样的，所以莲花就成了佛教的象征。莲花被称为曼陀罗花的原因也在此。
